,Group,C(profession)[T.carpenter],C(profession)[T.cashier],C(profession)[T.ceo],C(profession)[T.cleaner],C(profession)[T.cook],C(profession)[T.designer],C(profession)[T.driver],C(profession)[T.lawyer],C(profession)[T.manager],C(profession)[T.receptionist],C(profession)[T.salesperson],C(profession)[T.secretary],C(profession)[T.teacher],C(syntactic_role)[T.subject]
Group,0.013362145817335462,-3.7932245480638206e-05,-1.612724141459451e-05,0.00030519545162227167,0.00045806150920898634,0.00010482303939147593,0.00022115273601554998,0.0003463342259374014,0.00011715325001294704,0.00027054107018714923,0.00036986026780908514,0.0002887274819058693,0.00022965149591667124,0.00046957403218342894,1.933014046354692e-05
C(profession)[T.carpenter],-3.7932245480638206e-05,0.011045955564568485,-0.0010892939622365065,7.224254743552175e-05,0.000624831925045381,-0.0006520756453969449,-0.00023156009294698478,0.00022095345195684106,-0.0006075036617729844,-5.3028185487485974e-05,0.0003059967967120119,1.2713144464510731e-05,-0.0002008382667611636,0.0006664480823871662,-5.451908322871391e-05
C(profession)[T.cashier],-1.612724141459451e-05,-0.0010892939622365065,0.011457966208233347,4.32906469445045e-05,0.0005031863476585692,-0.0005595273519709398,-0.0002095508549712704,0.00016705615603645552,-0.0005224320611966915,-6.096664396794951e-05,0.00023783397083324708,-6.253042459904986e-06,-0.00018398243770970655,0.000537821634939021,-4.532384105479918e-05
C(profession)[T.ceo],0.00030519545162227167,7.224254743552175e-05,4.32906469445045e-05,0.012884813744403907,-0.00046701882404785456,-8.784644546208161e-05,-0.00021271678529377372,-0.000347088795559307,-0.00010108191014302645,-0.00026573109077080413,-0.0003723420621703233,-0.000285252704571012,-0.00022183950347611127,-0.0004793765684392324,1.711733029920267e-05
C(profession)[T.cleaner],0.00045806150920898634,0.000624831925045381,0.0005031863476585692,-0.00046701882404785456,0.011630865327290655,0.00012168663614100076,-0.00019824546842793056,-0.0005425219403066027,8.777586056424651e-05,-0.00033407418761313067,-0.0006072237001073615,-0.00038409079681090845,-0.00022161891668912216,-0.0008814583574198311,4.2812022951645436e-05
C(profession)[T.cook],0.00010482303939147593,-0.0006520756453969449,-0.0005595273519709398,-8.784644546208161e-05,0.00012168663614100076,0.012685682460227036,-0.00020617450375009236,-3.646909267169406e-05,-0.0003471640025361792,-0.00013921997589738254,-4.575426849707266e-06,-0.00011456511296558251,-0.00019465294776451923,0.0001306040264468224,-2.0067114936866373e-05
C(profession)[T.designer],0.00022115273601554998,-0.00023156009294698478,-0.0002095508549712704,-0.00021271678529377372,-0.00019824546842793056,-0.00020617450375009236,0.01307604887154133,-0.00019950223837202506,-0.0002019600193636124,-0.0002003150587938249,-0.0001992499405611309,-0.00020012002420655598,-0.00020075356647547253,-0.0001981805909186374,5.299213810108605e-07
C(profession)[T.driver],0.0003463342259374014,0.00022095345195684106,0.00016705615603645552,-0.000347088795559307,-0.0005425219403066027,-3.646909267169406e-05,-0.00019950223837202506,0.012701811681656593,-4.929829657085901e-05,-0.0002604624928951302,-0.0003971921140753322,-0.0002854991549261536,-0.00020417109975758333,-0.0005344649228985551,2.1788611151247257e-05
C(profession)[T.lawyer],0.00011715325001294704,-0.0006075036617729844,-0.0005224320611966915,-0.00010108191014302645,8.777586056424651e-05,-0.0003471640025361792,-0.0002019600193636124,-4.929829657085901e-05,0.012777691757240228,-0.00013662339538155808,-2.0954712594111966e-05,-0.0001154432173512046,-0.00018424402974206685,9.517348875735968e-05,-1.7158744519042907e-05
C(profession)[T.manager],0.00027054107018714923,-5.3028185487485974e-05,-6.096664396794951e-05,-0.00026573109077080413,-0.00033407418761313067,-0.00013921997589738254,-0.0002003150587938249,-0.0002604624928951302,-0.00013662339538155808,0.013035827284826537,-0.0002667360130851467,-0.00022400742085647068,-0.00019289504517530417,-0.0003192502800267164,8.760833183951849e-06
C(profession)[T.receptionist],0.00036986026780908514,0.0003059967967120119,0.00023783397083324708,-0.0003723420621703233,-0.0006072237001073615,-4.575426849707266e-06,-0.0001992499405611309,-0.0003971921140753322,-2.0954712594111966e-05,-0.0002667360130851467,0.012567076980765549,-0.00028222746764626657,-0.00019109944838572915,-0.0005611934069147989,2.4344551864041216e-05
C(profession)[T.salesperson],0.0002887274819058693,1.2713144464510731e-05,-6.253042459904986e-06,-0.000285252704571012,-0.00038409079681090845,-0.00011456511296558251,-0.00020012002420655598,-0.0002854991549261536,-0.0001154432173512046,-0.00022400742085647068,-0.00028222746764626657,0.013000171568401825,-0.0001832556810790376,-0.0003397331769818605,1.0696403387862697e-05
C(profession)[T.secretary],0.00022965149591667124,-0.0002008382667611636,-0.00018398243770970655,-0.00022183950347611127,-0.00022161891668912216,-0.00019465294776451923,-0.00020075356647547253,-0.00020417109975758333,-0.00018424402974206685,-0.00019289504517530417,-0.00019109944838572915,-0.0001832556810790376,0.013099416335276972,-0.0001831900314560869,1.0188784032146047e-06
C(profession)[T.teacher],0.00046957403218342894,0.0006664480823871662,0.000537821634939021,-0.0004793765684392324,-0.0008814583574198311,0.0001306040264468224,-0.0001981805909186374,-0.0005344649228985551,9.517348875735968e-05,-0.0003192502800267164,-0.0005611934069147989,-0.0003397331769818605,-0.0001831900314560869,0.011686915017942275,3.5777513903276914e-05
C(syntactic_role)[T.subject],1.933014046354692e-05,-5.451908322871391e-05,-4.532384105479918e-05,1.711733029920267e-05,4.2812022951645436e-05,-2.0067114936866373e-05,5.299213810108605e-07,2.1788611151247257e-05,-1.7158744519042907e-05,8.760833183951849e-06,2.4344551864041216e-05,1.0696403387862697e-05,1.0188784032146047e-06,3.5777513903276914e-05,0.013848464103707334
