,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
Group,0.8169688167081723,0.008290486325397821,0.03899883329662818
C(semantic_role)[T.patient],0.008290486325397821,0.004437744432139117,0.003325684149515223
C(syntactic_role)[T.subject],0.03899883329662818,0.003325684149515223,0.03056437663666727
