predictor,unique_r2,relative_r2
profession_embedding_4,0.1570225674388096,0.3014936493115862
profession_embedding_6,0.1414493608963534,0.2715920692485938
profession_embedding_1,0.05223301521127233,0.10029082206117233
log_frequency,0.03857692870382179,0.07407023846225477
profession_embedding_10,0.038542715397066774,0.07400454666471996
profession_embedding_2,0.033113932059958606,0.06358092586725404
C(syntactic_role),0.026087353172199013,0.050089432602300664
C(tense),0.013663080717715936,0.026234012942300242
profession_embedding_5,0.007499554598416114,0.01439963771429913
profession_embedding_3,0.005740997088000133,0.011023091718474523
profession_embedding_7,0.0014656534462981208,0.002814150942492533
profession_embedding_8,0.001393973992346198,0.002676521679991469
"C(dominance, Treatment(reference='-dom'))",0.001075672514954218,0.0020653619240056003
"C(valence, Treatment(reference='-val'))",0.001074115529449693,0.0020623724095087913
profession_embedding_9,0.0010442917858013434,0.00200510886162942
lex_emb_norm,0.0008322931716081561,0.0015980575894165214
