predictor,unique_r2,relative_r2
profession_embedding_9,0.2778431099460321,0.3403533799791484
profession_embedding_2,0.1479601493306918,0.18124882397372422
lex_emb_norm,0.08552174982755956,0.10476278004948503
profession_embedding_5,0.06755940804670191,0.08275919774491369
profession_embedding_1,0.05522777650061439,0.0676531457064679
profession_embedding_4,0.05326764529218364,0.06525201622687922
profession_embedding_6,0.04128147767854573,0.05056915199788801
profession_embedding_8,0.037710332685589654,0.046194556316950304
log_frequency,0.024219071055338492,0.029667975913603668
C(tense),0.010175422328429717,0.0124647301236624
profession_embedding_3,0.008496185221107844,0.010407691439584822
profession_embedding_7,0.0055032490241464505,0.0067413923152494695
"C(dominance, Treatment(reference='-dom'))",0.0007823765550958317,0.0009583988064164394
C(syntactic_role),0.0006009946280025602,0.0007362088375332177
"C(valence, Treatment(reference='-val'))",9.745231764224371e-05,0.00011937753541119588
C(semantic_role),4.9130819064324704e-05,6.018447005194738e-05
profession_embedding_10,4.1623858487382925e-05,5.098856303007221e-05
