predictor,unique_r2,relative_r2
profession_embedding_4,0.1665563572676806,0.40829187574685266
profession_embedding_6,0.1317194594471297,0.32289362022728274
profession_embedding_1,0.025609872996404937,0.06277936942710642
profession_embedding_10,0.02385580707047852,0.05847949832744528
profession_embedding_2,0.021237919552770324,0.05206207768596516
profession_embedding_5,0.012852706926771207,0.031506787886350245
log_frequency,0.012544197153124936,0.03075051513738616
C(tense),0.006409707424659961,0.015712588281436707
profession_embedding_3,0.0027605236722042514,0.006767075160970584
profession_embedding_9,0.0018210430199741001,0.0044640569873054875
profession_embedding_8,0.0010148987183210556,0.002487896038278617
profession_embedding_7,0.0009392419389174789,0.0023024329981257436
C(syntactic_role),0.0004978584682765463,0.0012204371613531312
"C(dominance, Treatment(reference='-dom'))",4.642653729725055e-05,0.0001138087930625262
C(semantic_role),3.358157852484389e-05,8.232099879810054e-05
lex_emb_norm,2.1448976126992036e-05,5.2579456223724576e-05
"C(valence, Treatment(reference='-val'))",1.3486187722788756e-05,3.305968605666706e-05
