,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
accountant,0.3506262114726925,-0.0067007803606760445,-0.12360596718968438
carpenter,1.8960696994772555,0.18423557273196622,-0.11471352516607468
cashier,-0.5778750253057747,-0.06640411434537064,-0.005104844696107351
ceo,0.840966149537204,0.1738898299213302,-0.22240462930927504
cleaner,-0.6626286381987171,-0.03455498257122782,0.09133171524738651
cook,-0.20293323536299937,-0.0017745273826395343,0.5663620185772709
designer,-0.10987872498015866,-0.020296560672216475,0.24840404046298736
driver,1.0849429283699692,0.08937635286236355,-0.28739878816109743
lawyer,0.44484151799214233,0.04850875051494647,-0.08621749788660114
manager,0.45263401939153225,0.09552656724574317,-0.1043152958761114
receptionist,-1.614262588582561,-0.20213520212860384,-0.11390711367112454
salesperson,0.735064194061409,0.05069238913140549,-0.44706233785627897
secretary,-1.8689514593429675,-0.2526000211319244,0.46718219229509933
teacher,-0.7686150485220281,-0.05776327381429784,0.13145003322859536
