predictor,unique_r2,relative_r2
profession_embedding_9,0.19902083556114347,0.43729494420921716
lex_emb_norm,0.07148624591307484,0.15707186551671634
profession_embedding_3,0.03334683244405545,0.0732707266154418
profession_embedding_1,0.03285895684525397,0.07219875074840558
profession_embedding_8,0.03141196235409949,0.06901936818026212
C(syntactic_role),0.0232448167117415,0.05107425460482313
C(tense),0.016944129303832156,0.03723018274795988
log_frequency,0.016685357967462622,0.03666160209266515
profession_embedding_10,0.010128452678988542,0.02225456011525622
profession_embedding_2,0.006406543341656024,0.014076661899566323
profession_embedding_6,0.004996202132879435,0.01097781509556703
"C(valence, Treatment(reference='-val'))",0.0034322551495767906,0.007541460771753568
profession_embedding_5,0.0023823818732043867,0.005234645635923371
profession_embedding_4,0.002140745018056056,0.004703713410696546
C(semantic_role),0.00029769890687925127,0.0006541135580496161
profession_embedding_7,0.00021523244792542862,0.000472915617313082
"C(dominance, Treatment(reference='-dom'))",0.00011943171362649441,0.00026241918038307025
