predictor,unique_r2,relative_r2
profession_embedding_9,0.16914442096693694,0.6134093747154278
profession_embedding_6,0.026248277089321537,0.09519048363921682
log_frequency,0.017818611082109248,0.06461994442199522
profession_embedding_7,0.01382977142085895,0.05015424919858655
C(syntactic_role),0.009528695287894684,0.03455621524486377
C(tense),0.009486132571238093,0.03440185975822545
profession_embedding_3,0.00899086940171967,0.032605766990889885
lex_emb_norm,0.007867217181404818,0.028530794834429184
profession_embedding_8,0.005349951897950622,0.01940182614193933
profession_embedding_2,0.0034829249274000995,0.012630974108894142
profession_embedding_1,0.002045872447681729,0.007419442696991353
profession_embedding_10,0.0010453282572387979,0.00379092700178718
profession_embedding_4,0.000890181656968414,0.003228281314054545
profession_embedding_5,1.650606279068878e-05,5.9859932698750655e-05
