predictor,unique_r2,relative_r2
profession_embedding_4,0.08198183497731293,0.22031756228132302
log_frequency,0.04439195599856227,0.11929871456536112
profession_embedding_5,0.044165884197314265,0.11869117036773134
profession_embedding_3,0.040142346492230474,0.10787833580289925
profession_embedding_9,0.03774414623722466,0.10143342475410969
profession_embedding_7,0.034488505219211874,0.09268423180240086
profession_embedding_10,0.021917712111715337,0.05890154696553517
profession_embedding_6,0.018525918839661037,0.049786459145556634
profession_embedding_1,0.01838993464792027,0.04942101592705082
C(syntactic_role),0.012958592785418,0.03482485569967673
profession_embedding_2,0.004470531270571398,0.012014082777084467
lex_emb_norm,0.0037950962896082796,0.010198922278097017
C(tense),0.0034350113818988337,0.009231231946418122
profession_embedding_8,0.0020351592159743026,0.0054692764249776645
C(semantic_role),0.0020073104622910787,0.005394435827353095
"C(valence, Treatment(reference='-val'))",0.0015795509985048195,0.004244877241231736
"C(dominance, Treatment(reference='-dom'))",7.80890802403178e-05,0.00020985619319326617
