predictor,unique_r2,relative_r2
"C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom'))",0.0006142329792425683,0.4952751987635691
male_perc:C(semantic_role),0.0003191444787283837,0.2573361419496075
"male_perc:C(valence, Treatment(reference='-val'))",0.00015322329997269346,0.12354872322675584
"C(semantic_role):C(dominance, Treatment(reference='-dom'))",8.226664521526761e-05,0.0663341605506876
"C(semantic_role):C(valence, Treatment(reference='-val'))",7.131781260782954e-05,0.05750577550929039
"C(valence, Treatment(reference='-val'))",1.1102230246251565e-16,8.952074339466009e-14
"C(dominance, Treatment(reference='-dom'))",0.0,0.0
male_perc,0.0,0.0
