predictor,unique_r2,relative_r2
profession_embedding_8,0.12394890153435201,0.30773327365620007
profession_embedding_7,0.09439315163063178,0.23435394103891974
profession_embedding_9,0.05571035684240577,0.13831450118109545
lex_emb_norm,0.030641707496896764,0.07607548628272776
profession_embedding_4,0.022855398704898944,0.056744082255758874
profession_embedding_5,0.016211075505351058,0.04024793501995596
C(tense),0.011099081959806134,0.027556168580671163
C(syntactic_role),0.008250710280472084,0.02048439359420107
profession_embedding_1,0.007547415507700883,0.01873829338604236
profession_embedding_10,0.00723361194557115,0.017959199773563705
profession_embedding_6,0.006613763930848338,0.01642027642387123
log_frequency,0.006393982642210472,0.015874615957310628
profession_embedding_3,0.00596226196433669,0.014802764445416816
"C(valence, Treatment(reference='-val'))",0.003293488677984291,0.008176886120647419
profession_embedding_2,0.0024978754145793536,0.006201582821617872
C(semantic_role),6.73943199642757e-05,0.00016732277940109124
"C(dominance, Treatment(reference='-dom'))",6.0125707607050494e-05,0.00014927668259879807
