predictor,unique_r2,relative_r2
profession_embedding_7,0.20856041131493208,0.40664168019877933
profession_embedding_8,0.13898897101728447,0.27099442481547065
profession_embedding_9,0.047176677761532115,0.09198295779239438
profession_embedding_4,0.04440114680482021,0.08657135275879686
profession_embedding_10,0.025310467491913125,0.04934920756358928
C(syntactic_role),0.01295859278541811,0.025266079550049895
profession_embedding_5,0.0109828411059254,0.02141384806690766
profession_embedding_2,0.009037647462044385,0.01762119726289033
profession_embedding_6,0.0036723191957970247,0.007160122281069824
C(tense),0.0034350113818988337,0.006697430212333236
lex_emb_norm,0.0027201701823054147,0.0053036650934150656
C(semantic_role),0.0020073104622911897,0.0039137633739804445
"C(valence, Treatment(reference='-val'))",0.0015795509985049305,0.0030797372710480346
log_frequency,0.0012996337573127903,0.0025339672634165362
profession_embedding_1,0.0006353546170823066,0.0012387857665962685
"C(dominance, Treatment(reference='-dom'))",7.808908024020678e-05,0.00015225456544629238
profession_embedding_3,4.078777519223031e-05,7.952616381588012e-05
