target_model,best_model_name,best_model_aic,Unnamed: 0,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject],C(valence)[T.-val],C(dominance)[T.-dom]
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,CEO,0.5217878181766666,-0.0138613552034997,-0.3668526008716083,0.050547261926976,0.0998929045860052
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,accountant,-0.3782870865369299,0.0364428509565671,-0.0288540522360316,-0.0183093952817728,-0.0027860765213316
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,administrator,-0.3518879983751876,0.0752626417987112,0.1370234878292744,-0.022368250856178,0.0130117053093927
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,agronomist,0.6711560025225332,0.1802719792917178,0.1956329647292015,-0.0589791243675202,-0.0522810987240518
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,bodyguard,0.7682277071030278,0.0263411016905611,-0.0860776635180794,0.0136328563094756,-0.0069493877325616
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,bookbinder,1.329920892375341,0.0195795594210618,-0.5087458635880477,0.0198260776682153,-0.092512895248545
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,builder,1.2676819076087211,-0.004181701123781,-0.557105609905617,0.0587205172077063,0.019395849061786
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,cashier,-1.7662524627745286,-0.0697226792315729,0.0164052055794929,-0.01533511705419,-0.0355274551934154
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,chauffeur,1.7809638366035496,0.1410184732432803,-0.0642454490649888,-0.0102926411122469,0.0733016809016076
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,colonel,1.7695667515422926,0.2278205227029612,0.2470435002930285,-0.0641127614953048,0.0915392484635467
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,doctor,0.7320263190674173,0.0109180576520298,0.1106725313368139,-0.030082364920598,-0.0498178415094978
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,electrician,1.063730348787923,0.0829308827537723,-0.1363114825711368,0.0269803253739047,0.1199516863836187
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,farmer,2.200528423991781,0.1987696749321279,-0.0805256561798634,-0.0055052483630542,0.052297507820427
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,farmhand,1.065588462319094,0.1407272357138173,-0.0400684187185545,0.0251287369171388,0.1071088919889834
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,fisherman,2.741288484355775,0.203622965566313,0.1445480388970395,-0.0255652752526164,0.0662408294850147
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,hairdresser,-1.3560668172810848,0.0211004787509367,0.3264317658681475,-0.0606671919020545,-0.0246302864205744
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,hawker,-0.0714401490979144,0.0039416328070334,0.242828541774726,-0.0319716766898765,-0.0177093193849639
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,housekeeper,-2.9247400073108984,-0.2262141005481071,0.0431568912184233,0.0402859400106515,0.0188387150642071
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,manager,0.0652707469552349,0.1504132260688212,-0.0836723189949716,-0.0296951363760829,-0.0060511894852986
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,midwife,-5.728344711864464,-0.3277597991765827,0.3715463721084846,0.0126129124683113,0.0159841343037783
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,molder,-0.3014059999245616,-0.0839222707556825,0.356870522510355,-0.0353986718138109,-0.0609574177232046
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,nurse,-3.329813870197182,-0.2312331153692836,0.185484882076456,0.0324591151123634,0.0064947357881341
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,paralegal,-1.6205895454161146,-0.1685299331405585,-0.1470712523270994,0.0266841770183378,-0.0221874403295292
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,programmer,0.3584730045906931,0.0171504402771388,-0.1896752760927484,0.0361982932226008,0.105574617893819
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,salesperson,-0.4888292596358471,-0.0533156122257357,-0.0806738902919249,0.0267704672292327,0.0168445823581386
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,scientist,0.2608309836538203,-0.0201531068642237,0.0454420079806632,0.0025449743867221,0.0405799126468098
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,scrivener,1.0607754724563887,-0.1526193332362878,0.0140623966233077,0.0521690888345853,-0.0973784193039207
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,secretary,-2.531024959738406,-0.2207470257016139,0.228018884223955,-0.0463188520864186,-0.3136595964780166
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,sergeant,0.9156290455349636,0.0576683587520956,0.1026179637631816,-0.0017329734761227,-0.010900613639117
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,soldier,1.7608778400464469,0.0306351918916436,0.201781942939809,-0.006256562915488,-0.0206276762498813
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,solicitor,0.0777873302922014,-0.0238788277949135,-0.4328156810422611,0.0450082079218181,-0.0098473511274524
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,teacher,-1.0027491475509305,-0.1125020831576034,0.153174488026366,-0.0123706979162301,-0.0849875278591478
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,tradesperson,0.7909737980063021,0.0489582266356408,-0.1915888136296926,0.0094069805715319,0.0223507920706102
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,welder,0.6483468423962971,0.0350674427997386,-0.1284583588537057,-0.0040139903054609,0.039403798847249
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,10432.70786520798,CEO,0.4512052927828521,0.0706723254453938,-0.1292602331678194,0.0271024079993128,-0.0237853771286505
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,10432.70786520798,accountant,-0.0603922215306996,-0.0122364390693095,0.1491565918149659,-0.0593945961400511,0.0297579407847426
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,10432.70786520798,administrator,-0.5082859546862125,0.0318815027639995,0.2233361844757511,0.0561314704171237,-0.030915950535947
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,10432.70786520798,agronomist,0.4732899236744293,0.0194449405432138,0.0278396648907624,-0.0346413100827226,-0.0255784284566919
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,10432.70786520798,bodyguard,1.6531562933682873,0.0103591430213425,-0.6573341739752103,0.0531053901438262,0.0340480960428741
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,10432.70786520798,bookbinder,0.1514769680985399,-0.0234423143919682,-0.4395083151342623,0.0909842576301782,-0.0275868260349062
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,10432.70786520798,builder,1.260261656125635,0.0801899291562838,-0.2173770046798938,0.0842874903342355,0.06424346268645
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,10432.70786520798,cashier,-1.1465438392993084,-0.1141755310651438,0.205237527606093,-0.0056034816535549,-0.0089567360525265
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,10432.70786520798,chauffeur,2.279985656872082,0.1172584922452873,-0.7677185199717768,0.049182863353006,0.0295689141989172
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,10432.70786520798,colonel,1.6032468529836288,0.0929285617391315,-0.1703533947934851,-0.077911159188442,0.0018117694233685
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,10432.70786520798,doctor,0.4274228918420873,-0.0253709786544705,-0.08399694546803,0.0021286129080083,0.0291267977778929
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,10432.70786520798,electrician,1.4842658884041506,0.127844905615914,-0.2859282607384364,-0.045553765307481,0.1657103077566034
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,10432.70786520798,farmer,1.6110698853644472,0.0754762981891074,-0.2102172088685076,0.0459829719060737,0.0003521896314327
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,10432.70786520798,farmhand,0.9990483869979724,0.0531789298178458,-0.579869457021358,0.0061647273563963,0.0957627561123197
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,10432.70786520798,fisherman,2.575489301578497,0.1588018095186886,-0.2205163998027845,-0.0371944848596544,0.0544112115652315
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,10432.70786520798,hairdresser,-2.06783581746892,-0.0981395096790126,0.8379594386903622,-0.076968148481371,-0.0345296548872228
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,10432.70786520798,hawker,0.8589405833815692,-0.0356920183325294,0.0904415700721928,0.0983292156285677,0.0148598809664018
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,10432.70786520798,housekeeper,-3.4237834265011693,-0.1019615201900362,0.8803468866391538,-0.0987631767267965,-0.116332823062176
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,10432.70786520798,manager,0.3259405648904506,0.1053261986201885,-0.1619896544423685,0.0672518388625716,0.0426419839832233
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,10432.70786520798,midwife,-3.385409972539985,-0.0487371960375387,0.0172934799999287,-0.0856975099410649,-0.075685209165897
