target_model,best_model_name,best_model_aic,term,coef,std_err,z,p_value,ci_low,ci_high,random_effect_variance_semantic_role,random_effect_variance_syntactic_role,random_effect_variance_valence,random_effect_variance_dominance
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,Intercept,-2.300610841581606,5.459653177577408,-0.4213840635573939,0.6734746543318431,-13.001334437712991,8.400112754549777,0.0184476110349045,0.05438287898728563,0.001533576018143165,0.007220885569603061
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,C(tense)[T.past perfect],0.3049485623677506,0.0583608018288877,5.22522914030296,1.7393957043145853e-07,0.1905634926742512,0.4193336320612499,0.0184476110349045,0.05438287898728563,0.001533576018143165,0.007220885569603061
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,C(tense)[T.present continuous],0.0098799146817692,0.0583608018288878,0.1692902491425137,0.8655683453440828,-0.1045051550117301,0.1242649843752687,0.0184476110349045,0.05438287898728563,0.001533576018143165,0.007220885569603061
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,C(tense)[T.present perfect],0.0325742484009115,0.0583608018288871,0.5581528591128453,0.5767400080764574,-0.0818108212925866,0.1469593180944097,0.0184476110349045,0.05438287898728563,0.001533576018143165,0.007220885569603061
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,C(tense)[T.simple future],0.3478718689336177,0.0583608018288872,5.960710922950839,2.5114290503835173e-09,0.2334867992401193,0.4622569386271161,0.0184476110349045,0.05438287898728563,0.001533576018143165,0.007220885569603061
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,C(tense)[T.simple past],0.0265750659523749,0.0583608018288873,0.4553581362759966,0.6488516078627716,-0.0878100037411235,0.1409601356458733,0.0184476110349045,0.05438287898728563,0.001533576018143165,0.007220885569603061
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,C(semantic_role)[T.patient],-0.0486167242586982,0.1204640998348793,-0.4035785294152985,0.6865226768475466,-0.2847220213650991,0.1874885728477026,0.0184476110349045,0.05438287898728563,0.001533576018143165,0.007220885569603061
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,C(syntactic_role)[T.subject],-0.5767505565166214,0.2026164047361974,-2.846514611033294,0.0044200700786254,-0.9738714124765592,-0.1796297005566837,0.0184476110349045,0.05438287898728563,0.001533576018143165,0.007220885569603061
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,C(valence)[T.-val],0.011559931193209,0.0491128005519233,0.235375117348227,0.8139175970921637,-0.0846993890684595,0.1078192514548775,0.0184476110349045,0.05438287898728563,0.001533576018143165,0.007220885569603061
EleutherAI_pythia-12b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,17156.589784440905,C(dominance)[T.-dom],-0.0554582933309766,0.0809796020010736,-0.6848427500327967,0.4934431555672307,-0.2141753967354686,0.1032588100735153,0.0184476110349045,0.05438287898728563,0.001533576018143165,0.007220885569603061
