run_dir,run_name,input_csv,target_model,model_name,model_dir,selection_variant,formula,re_formula,group_col,optimizer,converged,warning_count,warnings,numerical_issue_warnings,aic,bic,log_likelihood,nobs,residual_variance,R2m,R2c,fixed_effect_variance_Intercept,fixed_effect_variance_C(tense),fixed_effect_variance_C(semantic_role),fixed_effect_variance_C(syntactic_role),fixed_effect_variance_C(valence),fixed_effect_variance_C(dominance),fixed_effect_variance_C(tense):C(semantic_role),fixed_effect_variance_C(tense):C(syntactic_role),fixed_effect_variance_C(tense):C(valence),fixed_effect_variance_C(tense):C(dominance),fixed_effect_variance_C(semantic_role):C(syntactic_role),fixed_effect_variance_C(semantic_role):C(valence),fixed_effect_variance_C(semantic_role):C(dominance),fixed_effect_variance_C(syntactic_role):C(valence),fixed_effect_variance_C(syntactic_role):C(dominance),fixed_effect_variance_C(valence):C(dominance),fixed_effect_variance_log_frequency,fixed_effect_variance_C(tense):log_frequency,fixed_effect_variance_C(semantic_role):log_frequency,fixed_effect_variance_C(syntactic_role):log_frequency,fixed_effect_variance_C(valence):log_frequency,fixed_effect_variance_C(dominance):log_frequency,fixed_effect_variance_lex_emb_norm,fixed_effect_variance_C(tense):lex_emb_norm,fixed_effect_variance_C(semantic_role):lex_emb_norm,fixed_effect_variance_C(syntactic_role):lex_emb_norm,fixed_effect_variance_C(valence):lex_emb_norm,fixed_effect_variance_C(dominance):lex_emb_norm,fixed_effect_variance_log_frequency:lex_emb_norm,random_effect_variance_semantic_role,random_effect_variance_syntactic_role,random_effect_variance_valence,random_effect_variance_dominance
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-4B-Base.csv,Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__random_intercept_baseline,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-4B-Base__30e60832/models/selected_mixed_random_slopes__random_intercept_baseline,random_intercept_baseline,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1,profession,lbfgs,True,0,[],False,20420.205641210836,20874.514292293403,-10151.102820605418,16320,0.19954238098105076,0.028679083633314274,0.9190992317043584,1.926047962031968e-34,0.026429255057734725,0.017167432349258886,0.08469325789702037,0.01885920109824881,0.0020780000410490643,0.0006382182888900799,0.004286806709797915,0.0025482222558919593,0.0005619750622319097,0.0003525050598903942,0.00043135802961556565,0.00323548265206661,4.811957517918551e-06,0.0008867035319983758,0.00808606623362923,0.38752238177482157,0.0081375398191239,0.0022316889748514226,0.001476131947393613,0.0001746125605680562,0.0007555528979804383,0.13891253816639465,0.011375196050989545,0.006857743918546736,0.03511020772284088,0.003443376769461157,0.0027750393865861056,1.1085414993062688,,,,
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-8B-Base.csv,Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_dominance_log_frequency,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc/models/selected_mixed_random_slopes__candidate__0__C_dominance_log_frequency,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,22066.672203397553,22621.082760650857,-10961.336101698776,16320,0.21727200302386895,0.03269189241457277,0.9172279384996338,1.2326706957004595e-32,0.0371086364109472,0.01242843614162053,0.01874334686911619,0.011272598205237017,0.0021860811762400355,0.0007279635789356233,0.0029590854559734016,0.0022386837148808112,0.001169135130518615,0.0020238175806154023,0.001790139791602874,2.36719054031032e-05,0.002101813720347707,0.001415867265721681,3.9604396055799595e-05,0.3328791041732679,0.020369993282582086,0.0002610242572589879,0.062252110336745756,0.0033131170159900023,,0.06490604894467127,0.06595564419695708,0.007782025169243645,0.049999755956943066,0.0006578055782186174,0.00029009221082205137,0.7849559112147194,0.014743980393215433,0.05098984209742379,0.019627228962510474,0.00806808717249138
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-8B-Base.csv,Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc/models/selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,22066.69077579095,22621.101333044255,-10961.345387895475,16320,0.21727195953590225,0.03778118406013009,0.9177381690986489,4.930682782801838e-32,0.03710863641095039,0.014054501447232184,0.017757155034049274,0.013556572875427686,0.0020650052476945333,0.0007279635789356271,0.0029590854559733786,0.0022386837148807887,0.0011691351305186126,0.002023817580615367,0.0017901397916028755,2.367190540310192e-05,0.002101813720347711,0.0014158672657216666,3.960439605579473e-05,0.4268804250606534,0.020369993282586908,0.0008580750831434184,0.06857775809149563,0.001766256205199266,8.483883775825241e-05,0.027934924134814527,0.06595564419697032,0.011715726848336511,0.05728580578546577,,0.0007449922506383514,0.7849702528590388,0.014755331754564142,0.05098388349591174,0.01965650027229083,0.008060359690143232
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-8B-Base.csv,Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc/models/selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,22066.69551686049,22621.106074113795,-10961.347758430245,16320,0.21727196469321378,0.031015274103290014,0.9171577398253428,1.1094036261304136e-31,0.03710863641094862,0.011717508467558849,0.018773427754078156,0.010575892960625246,0.002040509796224243,0.0007279635789356277,0.0029590854559733747,0.002238683714880815,0.001169135130518622,0.0020238175806154214,0.0017901397916028543,2.3671905403099252e-05,0.002101813720347728,0.001415867265721638,3.960439605579465e-05,0.25323682427468514,0.020369993282584563,,0.06197877394478391,0.005506333813910374,6.252744824127543e-05,0.1010065762297857,0.06595564419696577,0.004795371973667392,0.04971226896745903,0.0020420155066083485,0.0006924942156900213,0.784912356611336,0.014768683140832057,0.05099026241322905,0.019643597080300133,0.0080607287054166
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-8B-Base.csv,Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_dominance_lex_emb_norm,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc/models/selected_mixed_random_slopes__candidate__0__C_dominance_lex_emb_norm,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,22066.756178880227,22621.16673613353,-10961.378089440113,16320,0.21727194697177443,0.032105555766326885,0.9171872808574134,0.0,0.037108636410948824,0.011958245455876983,0.02109462491198371,0.01158935183953117,0.003126012410366997,0.0007279635789356292,0.002959085455973375,0.002238683714880785,0.0011691351305186167,0.002023817580615407,0.0017901397916028647,2.367190540310107e-05,0.0021018137203476918,0.0014158672657216666,3.960439605579567e-05,0.32869501094715414,0.020369993282583678,0.00020575576328805975,0.05875628032314393,0.0031690693359539847,6.088356619507773e-05,0.06828830366001765,0.06595564419696354,0.00709928936200408,0.04330503855103613,0.0005239185715268399,,0.7859365410153936,0.014744071329992487,0.05101660993803207,0.019626572031277323,0.008092187600658317
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-8B-Base.csv,Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_log_frequency,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc/models/selected_mixed_random_slopes__candidate__0__C_valence_log_frequency,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,22067.035318949114,22621.44587620242,-10961.517659474557,16320,0.21727123880612648,0.04796472409375503,0.9191850536349576,1.2326706957004595e-32,0.037108636410949844,0.014241302553936385,0.017700466173431625,0.013853152200581365,0.002073396836908372,0.0007279635789356158,0.0029590854559733734,0.002238683714880824,0.0011691351305186117,0.002023817580615406,0.001790139791602862,2.367190540310064e-05,0.0021018137203477083,0.0014158672657216586,3.960439605579565e-05,0.6821236309145616,0.020369993282583963,0.0030664299340624735,0.07225066529026751,,3.717293294063279e-05,0.001640275411009686,0.06595564419696388,0.018025310008143842,0.060640882353617226,0.0017578221099270614,0.0005851476020704372,0.7825368930550097,0.01484591257411587,0.05098114229430231,0.01988405874894335,0.008063331524153512
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-8B-Base.csv,Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc/models/selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,22067.037798879697,22621.448356133,-10961.518899439849,16320,0.21727188628674884,0.03096655870409137,0.9175014880021787,1.9722731131207353e-31,0.0371086364109485,0.012537784642832082,0.018223712628598045,0.011200696105721303,0.00199403431895958,0.0007279635789356306,0.0029590854559734237,0.002238683714880748,0.001169135130518622,0.002023817580615421,0.0017901397916028725,2.3671905403101695e-05,0.0021018137203477386,0.0014158672657216453,3.960439605579572e-05,0.007574132532523105,0.020369993282585156,0.00034595369420455655,0.06710527734519502,0.0035109458843814558,0.00011006153324744262,0.029270249728158997,0.06595564419696276,0.008296389071462688,0.05513561118848163,0.0007637442844447365,0.0008613273164889752,,0.014738348404961545,0.05096741491185573,0.019621598941002176,0.00805482154552527
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-8B-Base.csv,Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc/models/selected_mixed_random_slopes__candidate__0__C_semantic_role_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,22067.238171381236,22621.64872863454,-10961.619085690618,16320,0.21728004597031034,0.03304095438570875,0.9172510845719788,1.2326706957004595e-32,0.0371086364109534,0.013174741519082427,0.01822371262877472,0.011200696105437034,0.0017510528970256052,0.0007279635789356044,0.0029590854559733803,0.0022386837148808112,0.0011691351305186124,0.002023817580615379,0.0017901397916028617,,0.0021018137203477096,0.0014158672657216653,3.9604396055798105e-05,0.3391117310549465,0.02036999328258466,0.00034595369415621523,0.06710527734478508,0.003510945884563103,0.0001100615332429535,0.0626077049646761,0.06595564419697052,0.008296389071071325,0.055135611187861165,0.0007637442845848096,0.000861327316468027,0.7850446004591667,0.014742440483924644,0.05098350018784576,0.019625564497083556,0.008060344212443298
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-8B-Base.csv,Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_semantic_role_lex_emb_norm,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc/models/selected_mixed_random_slopes__candidate__0__C_semantic_role_lex_emb_norm,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,22067.2764883856,22621.687045638904,-10961.6382441928,16320,0.21727212091116427,0.02911564461347875,0.9178194254902203,3.081676739251149e-33,0.03710863641095136,0.005934870624085019,0.023699296562676768,0.006046691979761134,0.0024502829982751217,0.0007279635789356159,0.002959085455973355,0.0022386837148808247,0.0011691351305186167,0.0020238175806154023,0.0017901397916028755,2.3671905403100774e-05,0.0021018137203477334,0.001415867265721626,3.9604396055793334e-05,0.11651353087898722,0.020369993282585364,0.0014574189819177978,0.05209710857845247,0.010999411066039756,6.841425446541396e-06,0.2837044397862485,0.0659556441969697,,0.03437302111167688,0.010166868894742985,0.0002793586406158184,0.7861555029080667,0.015051311361931255,0.051097307838511394,0.019812514963819153,0.008063213185751093
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-8B-Base.csv,Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc/models/selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,22067.63704181838,22622.047599071684,-10961.81852090919,16320,0.2172854022322027,0.03303874149554244,0.9172494281983342,0.0,0.03710863641094699,0.012537784642856719,0.0182237126286645,0.011982963502118981,0.001682741254486652,0.0007279635789356232,0.002959085455973334,0.002238683714880852,0.0011691351305186215,0.0020238175806153854,0.001790139791602907,2.3671905403105466e-05,0.002101813720347705,0.0014158672657216648,,0.33910632490495707,0.02036999328258404,0.0003459536941507348,0.06710527734479514,0.0035109458845853834,0.00011006153324297089,0.06260572913237691,0.06595564419696073,0.008296389071204233,0.05513561118798303,0.0007637442845345371,0.0008613273164725724,0.7850298861730233,0.014742529186053973,0.05098350525676832,0.01962572008016015,0.008060293151823128
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__Qwen_Qwen3-8B-Base.csv,Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_lex_emb_norm,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__Qwen_Qwen3-8B-Base__3794e0cc/models/selected_mixed_random_slopes__candidate__0__C_syntactic_role_lex_emb_norm,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,22067.946800592763,22622.357357846067,-10961.973400296381,16320,0.21727193186170052,0.029158685604799953,0.917063868593336,0.0,0.03710863641095033,0.00934536013242988,0.050648889402601684,0.009967646628044126,0.0035971911736756026,0.0007279635789356215,0.002959085455973399,0.0022386837148808346,0.0011691351305186206,0.002023817580615417,0.0017901397916028643,2.367190540310072e-05,0.002101813720347746,0.0014158672657216388,3.9604396055796634e-05,0.2889949413088512,0.020369993282583886,3.928224648244398e-05,0.012697278059867475,0.004760568623552492,0.0002076684487862319,0.09170577665558896,0.06595564419696574,0.002620446352175362,,0.0018720711390032352,0.0001123798524498086,0.7855181026874309,0.014801938520268313,0.05304952869828344,0.019633502506678023,0.008119318307161444
