target_model,model_name,runs,mean_aic,mean_bic,mean_R2m,mean_R2c,converged_rate,random_effect_variance_semantic_role,random_effect_variance_syntactic_role,random_effect_variance_valence,random_effect_variance_dominance
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__C_dominance_log_frequency,1,10437.288610014104,10991.699167267407,0.02265233502967854,0.9245234308905746,1.0,0.007906862965880895,0.07920097926765553,0.006187403680356764,0.0068682575467053026
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__C_dominance_lex_emb_norm,1,10437.28920325631,10991.699760509613,0.025146269140079804,0.9247253857126352,1.0,0.007912124020322268,0.0792082982329655,0.00619250746973691,0.006888096615263842
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,1,10437.414653229382,10991.825210482684,0.02867934504536824,0.9250851098353052,0.0,0.007961370828542914,0.07927791298730401,0.006129515422072247,0.007187293454923909
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__C_valence_log_frequency,1,10437.646551588987,10992.05710884229,0.0233098562155453,0.9245064153711654,1.0,0.007869138801369106,0.07915184713047232,0.005790850549971675,0.007092546552762117
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,1,10437.80624425644,10992.216801509743,0.020874902649953547,0.9242810357507648,1.0,0.007459633504895376,0.07912410758412373,0.006130068457981397,0.007070640353572675
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance,1,10437.946323932498,10992.3568811858,0.03426658330236379,0.9255907509535333,1.0,0.008007046127441029,0.07933541519323653,0.006284824935468817,0.007234404043668063
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_valence,1,10438.297568123846,10992.708125377148,0.03426386639726796,0.925593057743248,1.0,0.008010329475026369,0.07933665503634282,0.00628816017045536,0.007237902505990083
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes,1,10439.371966556937,11001.482670438758,0.034271027352382445,0.9255869792316215,1.0,0.008001679680954693,0.07933338882990247,0.006279373676939759,0.007228685922045854
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__full,1,10439.371966556937,11001.482670438758,0.034271027352382445,0.9255869792316215,1.0,0.008001679680954693,0.07933338882990247,0.006279373676939759,0.007228685922045854
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_lex_emb_norm,1,10440.504523784213,10994.915081037516,0.0558851594790382,0.9264428182046773,1.0,0.006426279294489467,0.07871441089961798,0.0058289269728435305,0.006751716220261296
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_valence,1,10441.43443650825,10995.844993761553,0.03423962992669689,0.9256136664673719,1.0,0.008039703905909811,0.07934774914307281,0.006317998702062873,0.007269199766377684
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_dominance,1,10449.820171379863,11004.230728633165,0.03417507712304088,0.9256688247301591,1.0,0.008118688290329312,0.07937759608308752,0.006398230047662755,0.007353339462965161
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_syntactic_role,1,10465.560056116374,11019.970613369676,0.03405480781908115,0.9257726123338827,1.0,0.008268754504157323,0.07943436510368652,0.0065506617343866706,0.007513141784241732
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,1,10469.265519371751,10992.875490110982,0.03396607940141818,0.9258500139769013,1.0,0.008381905053534073,0.07947721847216566,0.0066655928058174324,0.00763358398127789
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__C_tense_log_frequency,1,10479.537829272682,11003.147800011913,0.033888684793172995,0.9259180911100635,1.0,0.008482301484766601,0.07951527421929912,0.0067675669645811025,0.007740415649809985
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__C_tense_C_dominance,1,10484.279053367936,11007.889024107168,0.03385310461831248,0.9259495603048497,1.0,0.008528988923451495,0.0795329812165276,0.00681498744510079,0.007790084852548374
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__C_tense_C_valence,1,10554.04945586159,11077.659426600821,0.03333842521848153,0.9264161478932883,0.0,0.009242095388906687,0.07980409149500851,0.007539244058776594,0.008547936467022009
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__C_tense_C_semantic_role,1,10604.06141126054,11127.671381999771,0.032977601542002445,0.9267546298369232,0.0,0.009784287538945191,0.08001085134172817,0.008089863362491626,0.009123238238541194
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__C_tense_C_syntactic_role,1,10633.18288195724,11156.792852696472,0.032769747246095444,0.9269532770446083,1.0,0.010112406808027627,0.08013616632107728,0.008423064418123929,0.009471052528264683
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,1,11124.835166775069,11679.245724028371,0.024580785415986857,0.9438768565491081,1.0,0.02985133097497096,0.13247133958395296,0.028596469662609425,0.030650164635291917
EleutherAI_pythia-2.8b-deduped,selected_mixed_random_slopes__random_intercept_baseline,1,14620.77556159647,15075.084212679038,0.027290517366982823,0.9372846678522808,1.0,,,,
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__C_dominance_lex_emb_norm,1,18146.189442865318,18700.600000118622,0.027159952607260982,0.9431830800395097,1.0,0.010372470750379777,0.08454714540580248,0.0029339398030112304,0.0039724862316527455
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__C_dominance_log_frequency,1,18146.197539779358,18700.608097032662,0.024662914005119493,0.943040578523497,1.0,0.010372535262292468,0.08454888947392121,0.0029340515171587373,0.003973776847209762
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_lex_emb_norm,1,18146.203937773098,18700.614495026402,0.026664122578019592,0.9431530428564879,1.0,0.010379057077778316,0.08455537416031725,0.002934062324664992,0.003971813602354956
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,1,18146.23301205854,18700.643569311844,0.023666378460504477,0.9430030401256854,1.0,0.010373243983002546,0.08456067995878999,0.0029398865079001417,0.003972255059182629
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_valence,1,18146.33487864278,18700.745435896086,0.026387431898300395,0.9431354842331546,1.0,0.010372412037048905,0.08454593211950549,0.0029338523868934125,0.003971759407117805
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,1,18146.478256026923,18700.888813280228,0.022740026920203892,0.9425905284891638,1.0,0.010372243614467763,0.08451996142828759,0.002931024794924167,0.003975946325927664
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__C_syntactic_role_lex_emb_norm,1,18146.553001708322,18700.963558961626,0.021466531185712658,0.942990049127994,1.0,0.010394050614047102,0.0854688460824491,0.0029417858693201846,0.003977183480656081
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__C_valence_log_frequency,1,18146.716386763088,18701.126944016392,0.01622506935535741,0.9428166869439902,1.0,0.010382917924682515,0.08468857645933414,0.0029995310513301985,0.0039779039057690185
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,1,18146.739174765535,18701.14973201884,0.024379345839308366,0.9430098135891555,1.0,0.010566217729534883,0.08479307211549195,0.002936449925258264,0.003974676823681857
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,1,18146.774929413717,18701.185486667022,0.016906436704876186,0.9428065831999376,1.0,0.010406022940862566,0.08604026705274459,0.002944498102601602,0.003984231406890378
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes,1,18148.184945611923,18710.295649493746,0.02638791799210631,0.943136121292779,1.0,0.010372435328465608,0.0845461471587533,0.0029338751080682907,0.0039717704652461085
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__full,1,18148.184945611923,18710.295649493746,0.02638791799210631,0.943136121292779,1.0,0.010372435328465608,0.0845461471587533,0.0029338751080682907,0.0039717704652461085
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_dominance,1,18150.204534927645,18704.61509218095,0.026344361083255805,0.9431401556594771,1.0,0.010372505183992055,0.08454398065883187,0.002934950817160396,0.0039736805024900785
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_valence,1,18160.70917072831,18715.119727981615,0.026348082060355205,0.9430424142785613,1.0,0.010364343735581065,0.08448687163403441,0.0029294120683064206,0.0039718348150051255
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__C_tense_C_semantic_role,1,18170.216905456153,18693.826876195384,0.02628539915911881,0.9429887486879196,1.0,0.010368541960539874,0.08449320084874179,0.0029282175442957616,0.003969197601802449
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__C_tense_C_dominance,1,18181.03974945654,18704.64972019577,0.026274870270454127,0.9428446878079005,1.0,0.010350841092877145,0.08450949194244176,0.0029258734844801806,0.00396703004423532
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,1,18187.9707696056,18711.58074034483,0.02623735109335182,0.9428870375204746,1.0,0.010365928391810742,0.08448526927708379,0.0029271207264798716,0.0039659209422151466
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,1,18194.269704099657,18748.68026135296,0.026240570415836256,0.9428859498955813,1.0,0.010361603915468594,0.08447483642485927,0.002926478598522483,0.0039676286822807605
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__C_tense_C_valence,1,18216.354531804333,18739.964502543564,0.02611417518053829,0.9428334587073072,1.0,0.010363908734748595,0.08450098032067913,0.0029251643326743534,0.003965387563400202
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__C_tense_log_frequency,1,18225.58109116135,18749.191061900583,0.026134305420482826,0.9427344279654968,1.0,0.010352299225927914,0.08444029100985313,0.002922471812303659,0.0039645466208990884
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance,1,18239.311150990863,18793.721708244168,0.02614910978253462,0.9426631132737449,1.0,0.01034955242605946,0.08443129051442459,0.0029200273144300818,0.003964243860236397
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_syntactic_role,1,18267.12968353479,18821.540240788094,0.025995257078558907,0.9425982235521855,1.0,0.010356826506551708,0.08446551169347688,0.002918463997742362,0.0039600835963678055
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__candidate__0__C_tense_C_syntactic_role,1,19175.120997606864,19698.730968346095,0.022680877715118737,0.9392587449979711,1.0,0.010262906141241767,0.08443819256560108,0.0028362303889858673,0.003877575308633049
EleutherAI_pythia-6.9b-deduped,selected_mixed_random_slopes__random_intercept_baseline,1,20138.650949166244,20592.95960024881,0.02282380741586703,0.9338231817138465,1.0,,,,
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,1,18914.911637928744,19469.32219518205,0.028925926229619443,0.928508546436385,1.0,0.01092975950625187,0.06107577500029204,0.005569844467527706,0.004817102264954869
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_valence_log_frequency,1,18914.91569793457,19469.326255187876,0.026396458418673188,0.9283493457145385,1.0,0.010935073478054598,0.060932218347770684,0.0055870253447004165,0.004818092607936253
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,1,18914.951575549727,19469.36213280303,0.02601189338813959,0.9279489018701326,1.0,0.010936275556099103,0.06091359560514142,0.005569333774386616,0.004816229780376185
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_valence,1,18914.968612862314,19469.37917011562,0.027002866609950747,0.9283182734621686,1.0,0.010927925516427238,0.06091062153687417,0.0055675910584960814,0.004816967628505117
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_dominance_log_frequency,1,18915.272178038344,19469.682735291648,0.026694917356526838,0.928487393441166,1.0,0.010950446526870349,0.06093646540521552,0.0055753507495968175,0.004901407762418668
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,1,18915.49472094109,19469.905278194394,0.03872216982474501,0.9298113077999626,1.0,0.011185167033618985,0.06103050603075408,0.005600412149398301,0.004830423870422682
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_dominance_lex_emb_norm,1,18915.50218935049,19469.912746603793,0.03081396855976143,0.9289485377953492,1.0,0.010960090676958278,0.06100424844091203,0.005581138174566425,0.004950167377283617
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,1,18915.575079025788,19469.985636279092,0.03317667710602119,0.9294112323936121,1.0,0.010992775396341558,0.06110577404888165,0.005727062489947684,0.004825437889366212
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_semantic_role_lex_emb_norm,1,18915.673067087628,19470.083624340932,0.03475836709555701,0.9296453167019644,1.0,0.01125068872662718,0.06104412549427466,0.00560538745980481,0.004832723922661883
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_lex_emb_norm,1,18915.689275831333,19470.099833084638,0.03183677855691103,0.9291489755550711,1.0,0.010948012387208564,0.06251004065610012,0.005591268690148898,0.004817047794114407
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes,1,18916.822330978146,19478.93303485997,0.027003548734521432,0.9283187976768152,1.0,0.010927912637361575,0.060910681450153326,0.005567601797994769,0.0048169778861640086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__full,1,18916.822330978146,19478.93303485997,0.027003548734521432,0.9283187976768152,1.0,0.010927912637361575,0.060910681450153326,0.005567601797994769,0.0048169778861640086
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_tense_C_dominance,1,18918.387599366688,19441.99757010592,0.02695295773331904,0.928267425749372,1.0,0.010926895297206312,0.06091044711092845,0.005566461727476774,0.004815824459937261
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,1,18919.00450251199,19442.614473251222,0.02695066702970897,0.9282634591653082,1.0,0.010926637697302526,0.06091073188641318,0.005566358419967032,0.004815731657874234
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_syntactic_role,1,18925.5348656532,19479.945422906505,0.026956290209278325,0.9282724065041181,1.0,0.010927199537798145,0.06091016504377015,0.005566582192005963,0.004815945795746197
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_tense_log_frequency,1,18927.462287105183,19451.072257844415,0.02691801043332793,0.9282102212340589,1.0,0.010925188016317654,0.060911351939533113,0.005565422275304329,0.004814499052185474
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_valence,1,18927.93027509103,19482.340832344333,0.02694031741276033,0.9282695981678394,1.0,0.01092946269279209,0.06088100738332864,0.005563912150558737,0.004818277875037129
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_tense_C_semantic_role,1,18933.147120998474,19456.757091737705,0.026890256765583057,0.9281958134358104,1.0,0.010930624271985805,0.060976906572450244,0.00556252060828782,0.004812964375958082
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance,1,18941.755480048683,19496.166037301988,0.026878697924370087,0.9282189415981326,1.0,0.01093012580362351,0.06088975168888957,0.005566373966756846,0.004813989571989734
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_tense_C_valence,1,18972.175876986294,19495.785847725525,0.0267117689385329,0.9280476995572361,1.0,0.010924515551426624,0.060903769655162955,0.005559718511988668,0.004811303895278023
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_dominance,1,19012.88212882768,19567.292686080986,0.02657580816300501,0.9278769983257334,1.0,0.010918267140705913,0.060878874386913764,0.0055542271957011195,0.004811589931271252
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_tense_C_syntactic_role,1,19019.875267077237,19543.48523781647,0.026498174216199103,0.9278412864735671,1.0,0.010922829215040269,0.06090232525241914,0.0055581897775291555,0.004805828134745855
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,1,19158.78530497552,19713.195862228826,0.025905795032495866,0.9272908364807223,1.0,0.010914094259207226,0.060931918649283184,0.005545975353946954,0.0047926905157085345
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__random_intercept_baseline,1,20420.205641210836,20874.514292293403,0.028679083633314274,0.9190992317043584,1.0,,,,
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_dominance_log_frequency,1,22066.672203397553,22621.082760650857,0.03269189241457277,0.9172279384996338,1.0,0.014743980393215433,0.05098984209742379,0.019627228962510474,0.00806808717249138
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,1,22066.69077579095,22621.101333044255,0.03778118406013009,0.9177381690986489,1.0,0.014755331754564142,0.05098388349591174,0.01965650027229083,0.008060359690143232
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,1,22066.69551686049,22621.106074113795,0.031015274103290014,0.9171577398253428,1.0,0.014768683140832057,0.05099026241322905,0.019643597080300133,0.0080607287054166
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_dominance_lex_emb_norm,1,22066.756178880227,22621.16673613353,0.032105555766326885,0.9171872808574134,1.0,0.014744071329992487,0.05101660993803207,0.019626572031277323,0.008092187600658317
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_log_frequency,1,22067.035318949114,22621.44587620242,0.04796472409375503,0.9191850536349576,1.0,0.01484591257411587,0.05098114229430231,0.01988405874894335,0.008063331524153512
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,1,22067.037798879697,22621.448356133,0.03096655870409137,0.9175014880021787,1.0,0.014738348404961545,0.05096741491185573,0.019621598941002176,0.00805482154552527
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_dominance,1,22067.238171381236,22621.64872863454,0.03304095438570875,0.9172510845719788,1.0,0.014742440483924644,0.05098350018784576,0.019625564497083556,0.008060344212443298
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_semantic_role_lex_emb_norm,1,22067.2764883856,22621.687045638904,0.02911564461347875,0.9178194254902203,1.0,0.015051311361931255,0.051097307838511394,0.019812514963819153,0.008063213185751093
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,1,22067.63704181838,22622.047599071684,0.03303874149554244,0.9172494281983342,1.0,0.014742529186053973,0.05098350525676832,0.01962572008016015,0.008060293151823128
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_lex_emb_norm,1,22067.946800592763,22622.357357846067,0.029158685604799953,0.917063868593336,1.0,0.014801938520268313,0.05304952869828344,0.019633502506678023,0.008119318307161444
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes,1,22068.645526288805,22630.756230170628,0.033044255520128,0.9172535387383385,1.0,0.014742319147109901,0.05098345132324774,0.01962531891690856,0.008060421349494824
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__full,1,22068.645526288805,22630.756230170628,0.033044255520128,0.9172535387383385,1.0,0.014742319147109901,0.05098345132324774,0.01962531891690856,0.008060421349494824
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,1,22069.557893976133,22623.968451229437,0.030165539726000213,0.9172877044065225,1.0,0.014874296815361775,0.05570455977125672,0.019635942119807945,0.00819927289415088
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_tense_C_semantic_role,1,22085.842533585324,22609.452504324556,0.03290424617716613,0.9171198280525248,1.0,0.014741012105504792,0.05097852193675232,0.01962357930409896,0.008058050883181084
