predictor,unique_r2,relative_r2
profession_embedding_10,0.08859254190771004,0.15240969252189637
profession_embedding_2,0.07997267857582258,0.13758055801797484
log_frequency,0.07205569153887548,0.1239606128846934
profession_embedding_1,0.07085490231725877,0.12189484174742476
profession_embedding_3,0.06546785824750401,0.11262727009191756
profession_embedding_7,0.06305878861177272,0.10848284038554191
profession_embedding_4,0.040307828708048055,0.06934335156585265
profession_embedding_9,0.03395025824532272,0.05840614016469821
profession_embedding_5,0.024285368727677503,0.041779200606096245
lex_emb_norm,0.018146850897932776,0.031218835198066883
C(syntactic_role),0.01295859278541811,0.022293243871470372
profession_embedding_8,0.0035801770349584983,0.006159137883642688
C(tense),0.0034350113818989447,0.005909402950304904
C(semantic_role),0.0020073104622911897,0.0034532655206178375
"C(valence, Treatment(reference='-val'))",0.0015795509985049305,0.0027173718782736475
profession_embedding_6,0.0009474233726084469,0.0016298945915530266
"C(dominance, Treatment(reference='-dom'))",7.80890802403178e-05,0.0001343401199746901
