,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
CEO,-0.13941975819484487,-0.014818333807581588,-0.00309771606382811,-0.020051635668630274,0.029158428975492867,-0.01815146342090703,-0.02439147222978122,0.053682642938438274,0.04810702618765725,-0.0034017930102252375
accountant,0.0785965606541926,0.005404371723344719,-0.17461495510844888,-0.1294503144347449,-0.0895411567493394,-0.04559716992833471,-0.04941803122612948,-0.10468497953602911,0.040386407317010424,0.007874189374631566
administrator,-0.8161680543416314,0.056728783640373814,0.2633174618106217,0.22988719847615413,0.4853880911186714,0.07994025981602293,-0.07280037281101635,0.09089440178902908,0.08347042240113171,0.0325745116537578
agronomist,-0.06561490770876283,-0.01195468781031201,0.006562090337036782,0.024526354164110656,0.019700042959917258,0.02320692059966831,0.006769564489454403,0.17164932761178156,0.04558694116070024,-0.03941281942045212
bodyguard,1.3322987032105713,-0.07086777915589174,-0.05937509265002738,-0.10122555368508981,-0.12492312141707991,-0.07298551844336097,0.04543546730211981,0.019338441198278516,-0.017662114968750697,-0.04064489714363323
bookbinder,0.6245298003191209,0.060570830136045375,-0.3028709509312951,-0.17903087066458745,-0.4105896435541726,-0.0303810570875864,0.07143104709009156,-0.19933771903764858,-0.10164287634132269,0.06469675858956518
builder,1.7994953511516958,-0.040800620176446395,-0.18676989043056086,-0.12919943107112314,-0.3356486881877352,-0.04615634650693849,0.18050488911271712,0.044796665272259825,-0.13141815223672407,-0.019864186457394562
cashier,-1.7282391318392414,0.047981993957935225,0.21665315632498916,0.15637747201509694,0.277941174418617,0.058631641437445314,-0.1211245458504519,0.14059621367748393,0.12832791227881635,0.044810649718169324
chauffeur,2.030789474608984,-0.08106390564602117,-0.20574803272385989,-0.22739630688641338,-0.27985843311987973,-0.13110676834685964,0.0658318038120931,-0.14282031688934863,-0.04944279280087555,-0.039408596836758354
colonel,2.089797751050105,0.05129851347978987,-0.31693388838193015,-0.2288340572111322,-0.38463620140376575,-0.09134889423966375,0.10529263591839702,-0.31486130801259177,-0.05296559549771143,0.021837789319686038
doctor,0.4803178928191139,0.024559407252247933,-0.07602660315027943,-0.04647630826953839,-0.036330590416101705,-0.015218809291884332,-0.0072684977687246105,-0.1787705942248694,0.0043108651596169625,-0.015543066986524873
electrician,1.6224937254459344,-0.0063221471480309835,-0.1752107397689699,-0.05320799347712413,-0.17811033009400362,0.012807739531293747,0.17758277221633037,-0.08280914817964455,-0.1072242256608853,-0.09924429525281958
farmer,1.8693382679533181,0.03301528973667639,-0.28838864727084534,-0.18476231508203933,-0.2946747860756128,-0.06123700863242459,0.0894100485535668,-0.28376766300225964,-0.08231062664653643,0.006450463666609577
farmhand,1.0968880112684736,-0.00474013921989277,-0.24277228563298164,-0.18783852501407677,-0.24773863233172777,-0.07205796714983718,0.02104546521855611,-0.22983572675708447,-0.01683985211688256,-0.027129289985899654
