predictor,unique_r2,relative_r2
profession_embedding_9,0.14385074876900406,0.640378890790313
log_frequency,0.016683560188228586,0.07427003237172802
profession_embedding_6,0.01087804742130738,0.04842569121977517
profession_embedding_3,0.010489176402388556,0.046694558126018255
profession_embedding_7,0.010253345164773275,0.04564471064416544
C(tense),0.007850695952568487,0.034948861991054715
C(syntactic_role),0.00767445967121505,0.034164312759744485
profession_embedding_1,0.006387904591708904,0.028436968816072824
profession_embedding_10,0.003568574720674844,0.015886187182784516
profession_embedding_4,0.0022846013515369634,0.0101703362124628
profession_embedding_2,0.00178335615131342,0.007938948137809378
profession_embedding_5,0.0012367456188672188,0.005505607682805612
profession_embedding_8,0.0007250746753786341,0.0032278074346677637
"C(dominance, Treatment(reference='-dom'))",0.0006083302529064083,0.002708097496356837
"C(valence, Treatment(reference='-val'))",0.00035918701809523057,0.0015989891342412393
