predictor,unique_r2,relative_r2
profession_embedding_7,0.19797142782569,0.334408689575069
profession_embedding_8,0.18289491118731616,0.3089417915091801
profession_embedding_9,0.08797347547692569,0.14860273007429198
profession_embedding_4,0.04567585466759683,0.07715458171095865
profession_embedding_10,0.02940511304114435,0.04967042682317726
profession_embedding_2,0.022566452523580804,0.038118721977462015
profession_embedding_5,0.010296079636867184,0.017391896077836488
C(tense),0.004674346004029273,0.007895795565025704
profession_embedding_6,0.0024787838774991133,0.004187103549832155
profession_embedding_3,0.002452144364770259,0.004142104710148994
log_frequency,0.0019958847021099846,0.003371401596210115
"C(dominance, Treatment(reference='-dom'))",0.00155926972537912,0.0026338818246904854
"C(valence, Treatment(reference='-val'))",0.00143708729418901,0.002427494129495621
C(semantic_role),0.0006236061522624237,0.001053380876621463
