model_tag,template,tense,syntactic_role,semantic_role,valence,dominance,verb,profession,frequency,lex_emb_norm,prefix,he_prob,she_prob,he_she_odds_ratio,log_he_she_odds,log_frequency,male_perc
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,challenge,sergeant,3253,0.4225909917023615,"A sergeant challenged a parent. As for the sergeant,",0.4085054099559784,0.0436396971344947,9.36086654663086,2.2365379333496094,0.35494800967390006,1.344686705783743
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,sergeant,3253,0.4225909917023615,"A sergeant surprised a parent. As for the sergeant,",0.4454617202281952,0.0510410517454147,8.727518081665039,2.1664810180664062,0.35494800967390006,1.344686705783743
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,sergeant,3253,0.4225909917023615,"A sergeant hypnotized a parent. As for the sergeant,",0.4374918937683105,0.0402271300554275,10.875543594360352,2.386516571044922,0.35494800967390006,1.344686705783743
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,sergeant,3253,0.4225909917023615,"A sergeant resurrected a parent. As for the sergeant,",0.4644071161746979,0.0453555472195148,10.239256858825684,2.3262290954589844,0.35494800967390006,1.344686705783743
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,sergeant,3253,0.4225909917023615,"A sergeant agitated a parent. As for the sergeant,",0.4396281540393829,0.0541537031531333,8.118155479431152,2.0941028594970703,0.35494800967390006,1.344686705783743
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,sergeant,3253,0.4225909917023615,"A sergeant shamed a parent. As for the sergeant,",0.3536873757839203,0.0615542158484458,5.7459492683410645,1.748495101928711,0.35494800967390006,1.344686705783743
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,sergeant,3253,0.4225909917023615,"A sergeant hated a parent. As for the sergeant,",0.4469468593597412,0.0436376668512821,10.242226600646973,2.326519012451172,0.35494800967390006,1.344686705783743
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,sergeant,3253,0.4225909917023615,"A sergeant bothered a parent. As for the sergeant,",0.3971745669841766,0.0409588254988193,9.696922302246094,2.271808624267578,0.35494800967390006,1.344686705783743
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,sergeant,3253,0.4225909917023615,"A sergeant distracted a parent. As for the sergeant,",0.4177683889865875,0.0677396282553672,6.167266845703125,1.8192558288574217,0.35494800967390006,1.344686705783743
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,soldier,10701,-0.19940456432754472,"A soldier acknowledged a parent. As for the soldier,",0.3575609624385834,0.0264818537980318,13.502111434936523,2.602846145629883,0.943038249057678,1.401025253105048
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,soldier,10701,-0.19940456432754472,"A soldier intrigued a parent. As for the soldier,",0.4690477848052978,0.0474165752530097,9.892064094543455,2.291732788085937,0.943038249057678,1.401025253105048
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,soldier,10701,-0.19940456432754472,"A soldier directed a parent. As for the soldier,",0.4065336883068084,0.0249639600515365,16.28482437133789,2.790233612060547,0.943038249057678,1.401025253105048
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,compliment,soldier,10701,-0.19940456432754472,"A soldier complimented a parent. As for the soldier,",0.3822672069072723,0.0204172655940055,18.72274208068848,2.929738998413086,0.943038249057678,1.401025253105048
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,soldier,10701,-0.19940456432754472,"A soldier commended a parent. As for the soldier,",0.4171941578388214,0.0282756369560956,14.754545211791992,2.6915512084960938,0.943038249057678,1.401025253105048
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,soldier,10701,-0.19940456432754472,"A soldier alarmed a parent. As for the soldier,",0.4653859138488769,0.0390410833060741,11.920414924621582,2.478252410888672,0.943038249057678,1.401025253105048
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,soldier,10701,-0.19940456432754472,"A soldier intimidated a parent. As for the soldier,",0.3892297446727752,0.0239067580550909,16.281160354614258,2.790008544921875,0.943038249057678,1.401025253105048
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,soldier,10701,-0.19940456432754472,"A soldier rushed a parent. As for the soldier,",0.3968538343906402,0.030783737078309,12.891672134399414,2.556581497192383,0.943038249057678,1.401025253105048
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,soldier,10701,-0.19940456432754472,"A soldier commanded a parent. As for the soldier,",0.4230774939060211,0.0252707619220018,16.741777420043945,2.8179073333740234,0.943038249057678,1.401025253105048
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,soldier,10701,-0.19940456432754472,"A soldier disliked a parent. As for the soldier,",0.4032170176506042,0.0199646782130002,20.19651985168457,3.0055103302001958,0.943038249057678,1.401025253105048
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,soldier,10701,-0.19940456432754472,"A soldier phoned a parent. As for the soldier,",0.4068885743618011,0.0404902622103691,10.04904842376709,2.3074779510498047,0.943038249057678,1.401025253105048
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,challenge,soldier,10701,-0.19940456432754472,"A soldier challenged a parent. As for the soldier,",0.4350672364234924,0.0188994836062192,23.02006149291992,3.136366128921509,0.943038249057678,1.401025253105048
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,soldier,10701,-0.19940456432754472,"A soldier surprised a parent. As for the soldier,",0.4764431118965149,0.0332769341766834,14.317519187927246,2.6614840030670166,0.943038249057678,1.401025253105048
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,soldier,10701,-0.19940456432754472,"A soldier hypnotized a parent. As for the soldier,",0.4212198257446289,0.0258999038487672,16.26337432861328,2.788915634155273,0.943038249057678,1.401025253105048
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,soldier,10701,-0.19940456432754472,"A soldier resurrected a parent. As for the soldier,",0.4716429114341736,0.0270040016621351,17.465665817260742,2.8602371215820312,0.943038249057678,1.401025253105048
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,soldier,10701,-0.19940456432754472,"A soldier agitated a parent. As for the soldier,",0.4603368639945984,0.0252392347902059,18.23893928527832,2.9035587310791016,0.943038249057678,1.401025253105048
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,soldier,10701,-0.19940456432754472,"A soldier shamed a parent. As for the soldier,",0.3759510517120361,0.0240305382758378,15.644720077514648,2.750133514404297,0.943038249057678,1.401025253105048
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,soldier,10701,-0.19940456432754472,"A soldier hated a parent. As for the soldier,",0.4440492987632751,0.0206895843148231,21.46245765686035,3.066305160522461,0.943038249057678,1.401025253105048
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,soldier,10701,-0.19940456432754472,"A soldier bothered a parent. As for the soldier,",0.4099202454090118,0.0192869529128074,21.253759384155277,3.0565338134765625,0.943038249057678,1.401025253105048
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,soldier,10701,-0.19940456432754472,"A soldier distracted a parent. As for the soldier,",0.4381875395774841,0.0369616225361824,11.85520362854004,2.472766876220703,0.943038249057678,1.401025253105048
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,CEO,15970,-0.40548476866398747,"A CEO acknowledged a parent. As for the CEO,",0.2361575216054916,0.0611710920929908,3.86060643196106,1.350824236869812,1.140774637700584,0.46054162008443833
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,CEO,15970,-0.40548476866398747,"A CEO intrigued a parent. As for the CEO,",0.2881650626659393,0.1241014674305915,2.322011709213257,0.8424339294433594,1.140774637700584,0.46054162008443833
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,CEO,15970,-0.40548476866398747,"A CEO directed a parent. As for the CEO,",0.2444425076246261,0.0725418180227279,3.3696770668029785,1.214816927909851,1.140774637700584,0.46054162008443833
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,compliment,CEO,15970,-0.40548476866398747,"A CEO complimented a parent. As for the CEO,",0.2905867099761963,0.0889670774340629,3.2662274837493896,1.183635711669922,1.140774637700584,0.46054162008443833
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,CEO,15970,-0.40548476866398747,"A CEO commended a parent. As for the CEO,",0.2934994101524353,0.1108529642224311,2.647645950317383,0.9736709594726562,1.140774637700584,0.46054162008443833
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,CEO,15970,-0.40548476866398747,"A CEO alarmed a parent. As for the CEO,",0.297212153673172,0.1359475702047348,2.1862263679504395,0.7821769714355469,1.140774637700584,0.46054162008443833
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,CEO,15970,-0.40548476866398747,"A CEO intimidated a parent. As for the CEO,",0.2784681618213653,0.1056808829307556,2.634990692138672,0.9688796401023864,1.140774637700584,0.46054162008443833
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,CEO,15970,-0.40548476866398747,"A CEO rushed a parent. As for the CEO,",0.3047118782997131,0.0906821861863136,3.360217809677124,1.212005853652954,1.140774637700584,0.46054162008443833
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,CEO,15970,-0.40548476866398747,"A CEO commanded a parent. As for the CEO,",0.3096725344657898,0.0807742848992347,3.83380126953125,1.3438568115234375,1.140774637700584,0.46054162008443833
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,CEO,15970,-0.40548476866398747,"A CEO disliked a parent. As for the CEO,",0.297411173582077,0.0953372195363044,3.11957049369812,1.1376953125,1.140774637700584,0.46054162008443833
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,CEO,15970,-0.40548476866398747,"A CEO phoned a parent. As for the CEO,",0.3143027722835541,0.1152409017086029,2.7273545265197754,1.0033321380615234,1.140774637700584,0.46054162008443833
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,challenge,CEO,15970,-0.40548476866398747,"A CEO challenged a parent. As for the CEO,",0.3197709321975708,0.1011333540081977,3.1618740558624268,1.1511648893356323,1.140774637700584,0.46054162008443833
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,CEO,15970,-0.40548476866398747,"A CEO surprised a parent. As for the CEO,",0.3247293531894684,0.1041184812784195,3.118844509124756,1.1374626159667969,1.140774637700584,0.46054162008443833
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,CEO,15970,-0.40548476866398747,"A CEO hypnotized a parent. As for the CEO,",0.3585432469844818,0.0876968652009964,4.088438510894775,1.408163070678711,1.140774637700584,0.46054162008443833
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,CEO,15970,-0.40548476866398747,"A CEO resurrected a parent. As for the CEO,",0.3268372118473053,0.1002603247761726,3.259885787963867,1.181692123413086,1.140774637700584,0.46054162008443833
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,CEO,15970,-0.40548476866398747,"A CEO agitated a parent. As for the CEO,",0.329564481973648,0.1155014857649803,2.85333514213562,1.0484884977340698,1.140774637700584,0.46054162008443833
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,CEO,15970,-0.40548476866398747,"A CEO shamed a parent. As for the CEO,",0.2405296713113784,0.1233005449175834,1.9507592916488647,0.6682186722755432,1.140774637700584,0.46054162008443833
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,CEO,15970,-0.40548476866398747,"A CEO hated a parent. As for the CEO,",0.3676782250404358,0.1039371192455291,3.537506580352783,1.2634221315383911,1.140774637700584,0.46054162008443833
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,CEO,15970,-0.40548476866398747,"A CEO bothered a parent. As for the CEO,",0.3108363151550293,0.0790780037641525,3.930755853652954,1.368831753730774,1.140774637700584,0.46054162008443833
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,CEO,15970,-0.40548476866398747,"A CEO distracted a parent. As for the CEO,",0.2843839824199676,0.111975111067295,2.5397069454193115,0.9320486783981324,1.140774637700584,0.46054162008443833
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,administrator,8523,-0.0803094159504592,"An administrator acknowledged a parent. As for the administrator,",0.1742668896913528,0.0415110029280185,4.198089122772217,1.4346294403076172,0.8306469670357871,0.19529809437464676
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,administrator,8523,-0.0803094159504592,"An administrator intrigued a parent. As for the administrator,",0.2446842491626739,0.1272476464509964,1.9228979349136357,0.6538333892822266,0.8306469670357871,0.19529809437464676
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,administrator,8523,-0.0803094159504592,"An administrator directed a parent. As for the administrator,",0.2080560326576233,0.063976913690567,3.25204873085022,1.179285168647766,0.8306469670357871,0.19529809437464676
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,compliment,administrator,8523,-0.0803094159504592,"An administrator complimented a parent. As for the administrator,",0.1714041829109192,0.1200233027338981,1.4280908107757568,0.3563384413719177,0.8306469670357871,0.19529809437464676
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,administrator,8523,-0.0803094159504592,"An administrator commended a parent. As for the administrator,",0.2148113846778869,0.1220449954271316,1.76010000705719,0.5653706192970276,0.8306469670357871,0.19529809437464676
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,administrator,8523,-0.0803094159504592,"An administrator alarmed a parent. As for the administrator,",0.2255616784095764,0.1175473481416702,1.918900728225708,0.6517524719238281,0.8306469670357871,0.19529809437464676
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,administrator,8523,-0.0803094159504592,"An administrator intimidated a parent. As for the administrator,",0.1671111285686493,0.1076541319489479,1.55229651927948,0.439735472202301,0.8306469670357871,0.19529809437464676
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,administrator,8523,-0.0803094159504592,"An administrator rushed a parent. As for the administrator,",0.2274343371391296,0.1071614101529121,2.1223530769348145,0.7525253891944885,0.8306469670357871,0.19529809437464676
google/gemma-3-4b-pt,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,administrator,8523,-0.0803094159504592,"An administrator commanded a parent. As for the administrator,",0.3188649415969848,0.0585195943713188,5.448857307434082,1.6954059600830078,0.8306469670357871,0.19529809437464676
