term,coef,std_err,t,p_value,ci_low,ci_high
Intercept,29.721286672994005,0.5427267072395665,54.76289682548209,0.0,28.657477886996936,30.785095458991073
C(tense)[T.past perfect],-0.14282468310037544,0.12773798552536983,-1.1181065875820413,0.2635389930896694,-0.3932063015002081,0.1075569352994572
C(tense)[T.present continuous],-0.28855715408484905,0.12773798552537038,-2.2589768650104314,0.023898810285654222,-0.5389387724846828,-0.038175535685015305
C(tense)[T.present perfect],-0.4009168338156996,0.1277379855253707,-3.138587415221696,0.0017008615784776825,-0.6512984522155338,-0.1505352154158653
C(tense)[T.simple future],-0.2397148667782706,0.12773798552537058,-1.8766138027960355,0.060590022958553945,-0.49009648517810467,0.01066675162156347
C(tense)[T.simple past],-0.11186587051536344,0.12773798552537094,-0.8757447524733742,0.3811825307729754,-0.36224748891519826,0.13851574788447135
C(semantic_role)[T.patient],0.22103207906087208,0.030078598458275742,7.348483320041726,2.1057472517271904e-13,0.16207445474726456,0.2799897033744796
C(syntactic_role)[T.subject],-0.3179233551025278,0.052097660750196506,-6.102449717021673,1.0696842527732852e-09,-0.4200409559072542,-0.21580575429780136
C(valence)[T.-val],0.23187878926594446,0.03007859845827573,7.709095541389697,1.344627857270497e-14,0.17292116495233695,0.290836413579552
C(dominance)[T.-dom],0.15675614674884836,0.0368386092004201,4.255213488001625,2.1008993025219243e-05,0.08454809874132563,0.2289641947563711
C(tense)[T.past perfect]:C(syntactic_role)[T.subject],-0.21612129211428233,0.07367721840084004,-2.9333530337488716,0.0033581879823697566,-0.3605373881293275,-0.07170519609923715
C(tense)[T.present continuous]:C(syntactic_role)[T.subject],-0.0612911224365077,0.07367721840084004,-0.8318870305750967,0.4054856700804006,-0.20570721845155288,0.08312497357853749
C(tense)[T.present perfect]:C(syntactic_role)[T.subject],-0.03758163452148159,0.07367721840084045,-0.5100848720566369,0.6099993462689223,-0.18199773053652754,0.10683446149356438
C(tense)[T.simple future]:C(syntactic_role)[T.subject],-0.1931583404541549,0.07367721840084007,-2.621683400196776,0.008758309426802495,-0.33757443646920016,-0.048742244439109655
C(tense)[T.simple past]:C(syntactic_role)[T.subject],-0.014430236816403326,0.07367721840084034,-0.19585751375541532,0.8447242880153228,-0.15884633283144906,0.12998585919864242
C(semantic_role)[T.patient]:C(dominance)[T.-dom],-0.14312807718913279,0.042537561876868024,-3.36474567121267,0.0007680209633984762,-0.2265067490987343,-0.059749405279531265
C(valence)[T.-val]:C(dominance)[T.-dom],-0.19455121358235267,0.04253756187686801,-4.57363339595046,4.830911769105849e-06,-0.2779298854919542,-0.11117254167275117
log_frequency,0.19548881066783694,0.014424988482443633,13.55209474903654,1.3367932833435186e-41,0.16721412051378046,0.22376350082189342
C(tense)[T.past perfect]:log_frequency,0.011232913484190962,0.016391655071434,0.6852824461738913,0.4931760675586601,-0.020896676693370954,0.04336250366175288
C(tense)[T.present continuous]:log_frequency,0.014060340291535902,0.016391655071434013,0.857774290043418,0.39103051805490086,-0.01806924988602604,0.04618993046909785
C(tense)[T.present perfect]:log_frequency,0.020971250199999802,0.01639165507143401,1.2793857672460862,0.2007806054518837,-0.011158339977562135,0.05310084037756174
C(tense)[T.simple future]:log_frequency,0.04493421616111416,0.016391655071434034,2.741286097425369,0.006127011258482385,0.012804625983552177,0.07706380633867616
C(tense)[T.simple past]:log_frequency,0.012720739366110923,0.016391655071433982,0.7760497222931181,0.43773159962215913,-0.01940885081145096,0.0448503295436728
lex_emb_norm,1.9389367847038559,0.10284587889196574,18.852838884683056,2.1421567257440175e-78,1.73734665083088,2.140526918576832
profession_embedding_1,-32.33625303140841,0.6066907777665799,-53.299397677426974,0.0,-33.52543899031239,-31.147067072504434
profession_embedding_2,3.271241397755955,0.10478957591211809,31.217240544034514,1.8219105727122036e-207,3.0658413869416523,3.476641408570258
profession_embedding_3,-3.7028837358851416,0.15027005362104837,-24.641528013446305,1.6190654374922876e-131,-3.997430883062401,-3.4083365887078823
profession_embedding_4,-0.25072518702517316,0.14795288352649016,-1.6946285942462362,0.09016620851065242,-0.540730405691528,0.039280031641181656
profession_embedding_5,-2.1338508160658507,0.15554935923508165,-13.718158831120373,1.4102670234373939e-42,-2.438746029076718,-1.8289556030549836
