semantic_role,Group,C(profession)[T.carpenter],C(profession)[T.cashier],C(profession)[T.ceo],C(profession)[T.cleaner],C(profession)[T.cook],C(profession)[T.designer],C(profession)[T.driver],C(profession)[T.lawyer],C(profession)[T.manager],C(profession)[T.receptionist],C(profession)[T.salesperson],C(profession)[T.secretary],C(profession)[T.teacher],C(syntactic_role)[T.subject]
agent,-0.07409053062291518,-0.09719084520465288,0.014050391148026682,-0.12688043571576216,-0.014547669755769306,-0.020452337231295956,-0.0034889936833398657,-0.052324756208463,-0.041811695818792335,-0.08026550389194864,0.08154197386422751,-0.03356865454998224,0.10719089630108655,0.00047352645262790797,0.06186248682089743
patient,0.07409053062295134,0.0971908452046952,-0.014050391148033772,0.12688043571580662,0.014547669755773245,0.020452337231301757,0.0034889936833395097,0.052324756208480344,0.04181169581880528,0.08026550389197315,-0.08154197386425195,0.033568654549989974,-0.10719089630111056,-0.00047352645262900583,-0.061862486820915163
