term,coef,std_err,t,p_value,ci_low,ci_high
Intercept,30.765787734547402,0.5875085418413083,52.366536898552084,0.0,29.614201223766845,31.91737424532796
C(tense)[T.past perfect],-0.1428246831003528,0.12773501306268165,-1.1181326065255608,0.26352788470218524,-0.3932004776995999,0.10755111149889435
C(tense)[T.present continuous],-0.2885571540848644,0.12773501306268217,-2.259029432621293,0.023895541413708452,-0.5389329486841126,-0.038181359485616184
C(tense)[T.present perfect],-0.40091683381569154,0.1277350130626826,-3.1386604518445713,0.001700438441149813,-0.6512926284149405,-0.15054103921644252
C(tense)[T.simple future],-0.23971486677825257,0.12773501306268242,-1.876657472611829,0.0605840356455978,-0.49009066137750124,0.010660927820996119
C(tense)[T.simple past],-0.11186587051536037,0.1277350130626832,-0.8757651315263467,0.38117145179371076,-0.36224166511461053,0.13850992408388982
C(semantic_role)[T.patient],0.2210320790608801,0.030077898529344966,7.348654323214572,2.103078409722633e-13,0.1620758260837516,0.2799883320380086
C(syntactic_role)[T.subject],-0.34721062978107836,0.056270595605480256,-6.170374172248199,6.984132391439353e-10,-0.45750767950527127,-0.23691358005688548
C(valence)[T.-val],0.13460318247476966,0.021268286013940714,6.328821343973904,2.539061140474949e-10,0.0929148162012925,0.17629154874824682
C(dominance)[T.-dom],0.09604377322724922,0.07675340064569572,1.2513292234516165,0.21083348375986952,-0.05440200678320295,0.2464895532377014
C(tense)[T.past perfect]:C(syntactic_role)[T.subject],-0.2161212921142852,0.07367550393210341,-2.9334212944570357,0.0033574507155629063,-0.36053402905469106,-0.07170855517387936
C(tense)[T.present continuous]:C(syntactic_role)[T.subject],-0.06129112243650177,0.07367550393210337,-0.8319063890351589,0.40547474428731767,-0.20570385937690755,0.083121614503904
C(tense)[T.present perfect]:C(syntactic_role)[T.subject],-0.03758163452148336,0.07367550393210387,-0.5100967420069085,0.6099910319147835,-0.18199437146189013,0.10683110241892341
C(tense)[T.simple future]:C(syntactic_role)[T.subject],-0.19315834045415528,0.07367550393210347,-2.6217444081843353,0.008756743729498539,-0.33757107739456127,-0.04874560351374932
C(tense)[T.simple past]:C(syntactic_role)[T.subject],-0.014430236816402734,0.07367550393210348,-0.19586207146545054,0.8447207209759148,-0.15884297375680873,0.12998250012400325
C(semantic_role)[T.patient]:C(dominance)[T.-dom],-0.14312807718913176,0.04253657202788143,-3.364823970660251,0.000767803464675357,-0.22650480973608605,-0.05975134464217745
C(syntactic_role)[T.subject]:C(dominance)[T.-dom],0.058574549357106064,0.04253657202788128,1.3770397228698268,0.16852007533571942,-0.024802183189847955,0.1419512819040601
log_frequency,-0.022417440187800824,0.05112317463909088,-0.438498593760246,0.6610310688544131,-0.12262493354294918,0.07779005316734752
C(tense)[T.past perfect]:log_frequency,0.011232913484191531,0.016391273637650642,0.6852983930662719,0.4931660082469997,-0.02089592936883721,0.043361756337220274
C(tense)[T.present continuous]:log_frequency,0.01406034029153621,0.016391273637650645,0.857794250914078,0.391019496031285,-0.01806850256149254,0.04618918314456496
C(tense)[T.present perfect]:log_frequency,0.02097125019999892,0.016391273637650687,1.2794155392432742,0.20077012955821216,-0.011157592653029905,0.05310009305302775
C(tense)[T.simple future]:log_frequency,0.04493421616111289,0.0163912736376507,2.741349888632153,0.0061258232332915075,0.01280537330808404,0.07706305901414175
C(tense)[T.simple past]:log_frequency,0.012720739366113185,0.016391273637650652,0.7760677813891,0.4377209390935694,-0.01940810348691558,0.04484958221914195
C(dominance)[T.-dom]:log_frequency,-0.00925480672581087,0.009463506247058424,-0.9779469135646818,0.32811601367219223,-0.027804402795758215,0.009294789344136474
lex_emb_norm,0.3115461805769117,0.3715187998791659,0.8385744696587093,0.4017212180452829,-0.41667478639209604,1.0397671475459194
log_frequency:lex_emb_norm,0.2303594286633432,0.0505339385211284,4.558509298993768,5.191628838539463e-06,0.13130690807332884,0.32941194925335754
profession_embedding_1,-31.81223569841659,0.6174713872509843,-51.52017786612975,0.0,-33.02255294439675,-30.60191845243643
profession_embedding_2,3.1933226197457723,0.10617210634124086,30.07685097140601,3.7875102396676997e-193,2.9852126829939807,3.401432556497564
profession_embedding_3,-3.7659765707731037,0.15090262530039045,-24.956335671937175,8.802321265563227e-135,-4.061763636596296,-3.4701895049499116
profession_embedding_4,-0.25584125255127915,0.14795369740131017,-1.7291981007905086,0.08379377875839573,-0.5458480694963833,0.03416556439382501
profession_embedding_5,-1.963259545969587,0.1599841495245254,-12.27158785294928,1.8676263347349156e-34,-2.2768474777360446,-1.6496716142031291
