predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,full_r2,utility
log_frequency:lex_emb_norm,0.011029207471658954,1.0561766753892049e-05,0.2968049478201657,500,0,0.03715978305840628,OLS fixed-effect R2
C(tense):C(syntactic_role),0.003655339540006698,0.00026448869531467265,0.09836816146804138,500,0,0.03715978305840628,OLS fixed-effect R2
C(semantic_role):C(syntactic_role),0.0031021869276067794,0.0002514426280066947,0.08348237455344894,500,0,0.03715978305840628,OLS fixed-effect R2
"C(syntactic_role):C(valence, Treatment(reference='-val'))",0.0030428900100525286,0.0002495859069642638,0.08188664625059393,500,0,0.03715978305840628,OLS fixed-effect R2
"C(syntactic_role):C(dominance, Treatment(reference='-dom'))",0.0026464116096461617,0.00022987702525190776,0.07121708987069801,500,0,0.03715978305840628,OLS fixed-effect R2
C(syntactic_role),0.0026176357426544437,0.00023290815777189403,0.07044270787426685,500,0,0.03715978305840628,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom'))",0.0014007314067757534,2.8379798255203075e-05,0.03769482196852815,500,0,0.03715978305840628,OLS fixed-effect R2
C(tense):C(semantic_role),0.0012202230644561653,8.481303780661709e-05,0.03283719559229576,500,0,0.03715978305840628,OLS fixed-effect R2
"C(tense):C(valence, Treatment(reference='-val'))",0.0012023328759314372,7.55035506102886e-05,0.03235575606137576,500,0,0.03715978305840628,OLS fixed-effect R2
"C(semantic_role):C(dominance, Treatment(reference='-dom'))",0.0008675608308353226,3.7231571380906866e-05,0.023346767914972075,500,0,0.03715978305840628,OLS fixed-effect R2
"C(semantic_role):C(valence, Treatment(reference='-val'))",0.0007913276211165719,5.522910956279216e-05,0.021295270208461507,500,0,0.03715978305840628,OLS fixed-effect R2
"C(tense):C(dominance, Treatment(reference='-dom'))",0.0007835236074639784,6.309932271152966e-05,0.021085257850737903,500,0,0.03715978305840628,OLS fixed-effect R2
C(tense):log_frequency,0.0007536985014852946,3.8084862900515876e-05,0.020282639979373965,500,0,0.03715978305840628,OLS fixed-effect R2
C(tense),0.0007076123446711671,6.219017358517474e-05,0.019042423997981093,500,0,0.03715978305840628,OLS fixed-effect R2
C(syntactic_role):log_frequency,0.0005068373504069639,4.171514894340497e-05,0.0136394055264084,500,0,0.03715978305840628,OLS fixed-effect R2
C(semantic_role):log_frequency,0.00044701297094636394,4.241872019071528e-05,0.012029482794443836,500,0,0.03715978305840628,OLS fixed-effect R2
log_frequency,0.00043095515170795974,4.153056841738749e-05,0.011597353812066164,500,0,0.03715978305840628,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):log_frequency",0.00042359855467417364,3.969714871766574e-05,0.011399381799629404,500,0,0.03715978305840628,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom')):log_frequency",0.0004099298362863031,4.092484991078972e-05,0.011031545465214142,500,0,0.03715978305840628,OLS fixed-effect R2
C(semantic_role),0.0003974474715336489,3.580832896451431e-05,0.010695634872489881,500,0,0.03715978305840628,OLS fixed-effect R2
"C(valence, Treatment(reference='-val'))",0.00030959199570695375,2.806980784596707e-05,0.008331372527669207,500,0,0.03715978305840628,OLS fixed-effect R2
C(syntactic_role):lex_emb_norm,0.00017930195417869177,2.536850631196788e-06,0.004825161489690939,500,0,0.03715978305840628,OLS fixed-effect R2
C(tense):lex_emb_norm,7.288403431974499e-05,2.895037526199912e-06,0.001961368671210721,500,0,0.03715978305840628,OLS fixed-effect R2
C(semantic_role):lex_emb_norm,4.9906393911276494e-05,3.096383964836928e-06,0.0013430216703051144,500,0,0.03715978305840628,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):lex_emb_norm",4.0106400543806095e-05,3.578262787197589e-06,0.00107929587427269,500,0,0.03715978305840628,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom')):lex_emb_norm",3.635427036151628e-05,3.4001963138706217e-06,0.0009783229978597042,500,0,0.03715978305840628,OLS fixed-effect R2
lex_emb_norm,1.9557303419560855e-05,3.199473535733394e-06,0.0005263029493154321,500,0,0.03715978305840628,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom'))",1.561781604804313e-05,1.3982989325224016e-06,0.0004202881384828233,500,0,0.03715978305840628,OLS fixed-effect R2
