profession,profession_embedding_1,profession_embedding_2,profession_embedding_3,profession_embedding_4,profession_embedding_5,profession_embedding_6,profession_embedding_7,profession_embedding_8,profession_embedding_9,profession_embedding_10
colonel,0.9800122187834907,-0.1934240309304687,-0.001030905150797944,-0.012710654494664455,0.0016398278994022046,-0.0031146648281241123,0.00025956094085929395,-0.00018228435878088478,-0.008844159317690817,-0.008093915558262128
sergeant,0.9827754582124442,-0.17956986907112746,0.02390066595454052,-0.006581704756075592,-0.00013506739280670817,0.0019747336859860624,-0.01117454448005675,-0.005040013598969759,-0.007287056106200627,-0.00380293247062462
soldier,0.9872218469880047,-0.15403731336547224,0.02006413157992066,-0.010378904087088097,0.017383240217117554,0.013720116140987376,-0.0055054532812258625,0.003652948710211602,-0.006880131641940048,0.0009503082045038453
CEO,0.9867113409532604,-0.13653624848663393,-0.05887732215440858,-0.017433194526618612,-0.002824766660909272,-0.011966283038380831,0.0027673860800998895,-0.008806801160347722,0.007755037845159604,0.007915123026452664
administrator,0.9964904523049397,-0.01776437326085753,-0.04242531452244877,-0.02136178481605902,-0.02590887569852972,-0.0014052272060161906,-0.0008269976013820553,-0.011188555894489065,-0.009945572650713734,-0.007868311582538201
scientist,0.9896977932384462,-0.13433008762396303,-0.03176101002975609,-0.01337780985177238,-0.00033140675205292256,-0.01004182951293543,-0.002498801456810281,-0.0014625463521502026,-0.0068337113870942275,-0.002474364413180942
doctor,0.9972683178135582,0.032928730345644974,0.0016765650750792972,-0.013352900838217987,0.04155021302744537,0.03222956298975958,0.006074615782115595,0.0028968647218782537,0.0036236183904122784,0.007049142303802154
teacher,0.9720270618600153,0.23002177919823413,-0.025634661801921955,-0.01680576614952105,0.0021937043334357828,0.011023356594269928,0.010324605253554926,-0.0030257046738532607,-0.004028495890322755,-0.014398158800154142
manager,0.9978674665645062,0.01200957105546607,-0.0413208429933669,-0.021239763139217216,-0.008184416719666224,-0.00508941534570517,0.0049328749701123935,-0.004179493534900423,-0.004332903557851556,-0.007002307576357851
solicitor,0.9918802890408086,-0.10679271864073252,-0.0458431939818401,-0.021459422852584738,-0.007436900661317338,-0.011227975632686099,-0.0076285346083383825,-0.004520855359489779,-0.014089742265204515,-0.011620170329972685
programmer,0.9727082804038055,-0.19321381512954097,-0.06193152354834012,-0.020870686563102106,0.02166829936530074,0.004496077744302947,0.0006344514631610402,-0.029067576992816205,0.044670423517905344,0.045374991617966216
midwife,0.6679905832243416,0.7320149979824458,0.066820794806706,0.04744094618590558,0.029538148909312167,-0.0783865006769312,-0.01971659402761613,-0.0008468106184372284,0.02736687825538888,-0.021769607932455623
accountant,0.9959235615650712,-0.030484359602519,-0.06174770844808525,-0.024670795174891125,-0.009207124662897317,0.0013800536709311275,-0.007481588030334507,-0.005991571220853704,-0.020714806573604846,-0.006315342850973918
paralegal,0.7703788845364572,0.6054467949372639,-0.04563561586190845,-0.04157496902026884,-0.17351891236292993,0.0536428251609647,-0.02129699615646987,0.02177011726240345,-0.013159438476406111,0.04024643697019465
cashier,0.9711104069100016,0.21728849519465457,0.08207162073523211,0.011894118143825357,-0.005027826445306759,-0.008445023431926105,0.0007099566794926578,-0.014983637130136812,0.005552469293931267,-0.022884360731821457
scrivener,0.9728920848256215,-0.13567600774887353,0.050222327423861735,-0.020035274885472222,-0.0364383999775085,-0.06977409321966509,0.14180999915198497,0.07419362000854851,0.00871056341260207,0.012448380271857004
salesperson,0.9928867136357926,0.05143574035039594,-0.06969325476465445,-0.028351078277814388,0.01697556458504093,0.0006677242609614137,0.0017932442809106691,0.023089899331863065,-0.009052117812398484,-0.021685493411373557
bodyguard,0.9954071021480926,0.04037289975146563,0.011086381602614279,-0.0029244404027057025,0.052430221974661066,0.03487902381528017,-0.00028234293716820555,0.020141715646970388,-0.003280716768495791,0.0009978915426698976
