profession,profession_embedding_1,profession_embedding_2,profession_embedding_3,profession_embedding_4,profession_embedding_5,profession_embedding_6,profession_embedding_7,profession_embedding_8,profession_embedding_9,profession_embedding_10
agronomist,0.9876162237136439,-0.04577977280605272,-0.07588531406428528,0.004495589811823057,-0.02334151216611254,-0.004880923360310001,0.0317678207047978,-0.07450014309388628,0.07997759680497932,0.0150251136368609
fisherman,0.9741982680643113,-0.22057352001089006,0.01799013280342763,-0.014788615259653647,0.007069886331368758,0.018084503000279386,-0.003907696360030888,-0.008299340129935214,-0.015287352065739078,-0.001382535211802751
farmer,0.9835803666871342,-0.17496426803301393,-0.009914384023404077,-0.006408582179412359,0.009884784902677269,-0.0099250341983275,-0.011236340928719396,-0.0033020369212263187,-0.011497594045210764,0.0018023118945388289
welder,0.9847550309509204,-0.1273136423284761,0.07054801096703454,0.010700579838066663,0.03158670250699816,0.03152174033154555,-0.012825073084056416,0.005938913732302995,-0.02191285280851897,0.021912521342639726
molder,0.9087004024854324,-0.28611423297559285,0.2851746958006486,0.019182478288398124,-0.06852156775057373,0.05513930303654498,0.017811981451441142,-0.03964563593407085,0.006161347926710144,-0.019083680202243474
bookbinder,0.9423688464382863,-0.14531839619705955,-0.09656416122122531,0.2823802080263493,-0.027049068635382277,0.02449570552306915,0.009336245566074233,0.015748463577538268,-0.006983345494143883,-0.001191716169740998
electrician,0.9848260339849235,-0.12819822530971872,-0.021745468159439854,-0.015776125756738597,-0.008870495350361742,-0.023742520616307848,-0.019164166964583385,-0.004607648892130293,-0.024389054270278675,-0.02661295647530829
tradesperson,0.9904638047403782,0.06894199649200844,-0.09315855383707497,-0.028603032561400298,-0.00880917719097934,-0.012521738397565398,0.00035011958464090803,-0.012225392446272429,-0.01931238826971706,-0.030026509597489544
chauffeur,0.9955535201009622,-0.031328864516725785,0.060959365998360625,0.010011039306529605,0.003282381191631517,-0.025680368882626356,-0.013629398942315013,-0.00911925293711032,-0.009202631593593349,-0.01722596681004663
housekeeper,0.8813532968147355,0.46344207912113305,0.03910159033594264,0.021486676758740893,0.0011680697099860846,-0.01787791922659468,-0.008398207338103033,-0.0014112347250158138,-0.004554482933074963,-0.014213594249401638
farmhand,0.9815130552901047,0.09178049696362522,0.08115599158337583,0.0287648718284658,0.02413191454101988,-0.08874571390457893,-0.03483808815472293,-0.02409739812908138,-0.03990322523702549,0.08497398410726623
builder,0.9797613826583341,-0.19054491936174686,-0.02093528740918948,-0.0219395781271449,0.0031155432501877136,0.007332308454022178,0.0019956592494860866,-0.0009346364035690349,0.0005710561208197855,0.00793036542959615
hawker,0.9440548780526846,-0.28708493249779027,0.04705925204233958,-0.009556905078441291,-0.017886151035081732,-0.0141121097162601,-0.10023690074239935,0.08987815230904209,0.06837924114484698,-0.0024992773364613217
nurse,0.8619581008164385,0.4815451784665101,0.026335901587164263,-0.005481104631828954,0.10388300912943045,0.09716099687464887,0.03152856019169087,0.02953614009820152,0.006829738891575998,0.02823077165459334
secretary,0.9967423447985657,-0.04863361090193636,-0.042771456063787294,-0.019838118988188255,0.01931554685089531,0.008009386206146473,0.0007227952374037928,0.008992325111121758,-0.005636483905640369,-0.008246284267130644
hairdresser,0.9093404885898704,0.4067190462597521,0.0063589035434742005,0.0013025298756051788,0.014523302931974985,0.0015567248353584168,0.010045201435952,-0.020387880486955758,0.019298590489838716,-0.024909354690110998
