profession,profession_embedding_1,profession_embedding_2,profession_embedding_3,profession_embedding_4,profession_embedding_5,profession_embedding_6,profession_embedding_7,profession_embedding_8,profession_embedding_9,profession_embedding_10
colonel,18.265704104412826,3.4837852534403835,1.6140828264881724,-5.317692492742881,-2.230514710274695,-0.1490030659556433,-0.8143315736684954,2.5505231754935163,5.424973987386751,3.832074393282852
sergeant,15.793379893309394,4.74085691967355,-0.3460627159200668,-2.283724193372217,0.20352156579985173,-1.3189564841102694,0.6086670121906274,-1.9680539124769252,-2.9725050901567154,-0.0021643297006326855
soldier,23.915847584916303,2.0749125408449984,1.9406704266906225,-5.013007195676299,4.190101152733285,-4.870814269565116,-1.5414151776721272,-0.7975704549079168,-3.1518674379721996,0.8812220895697634
CEO,26.106616633358694,-5.69100604045985,-9.29360722712294,1.4812796639765642,-3.2142491977981846,-1.0602164210545872,-6.631532446882597,-0.20785326236640722,-0.08032436357000589,-0.3623901233316909
administrator,14.14275105298059,2.189789861782766,-1.6607828395073065,0.2853543253502593,-1.1053768429023996,1.744130680248296,2.539121686725249,0.7808305118253105,0.3432274541592508,0.4997207147772415
scientist,26.26090393942838,-2.95028611954605,-3.4236158751829966,-1.430853572807613,-3.0401649679134777,1.8082694894895288,4.687222260659287,3.5723490661421247,-3.455176767221895,-0.5556321294065167
doctor,37.01951885185969,-6.960591453527341,9.19265262451317,-0.02737080769237383,-6.452758764775649,-1.314098441305365,0.025672070898905806,-1.8789951073403903,-0.206141754252197,-1.8814819377891252
teacher,32.14730148026668,-5.383060487176012,0.9404195697172977,2.2189777342845365,2.860474342841845,3.497570998498544,0.9382571666146556,-5.512386467024594,1.0207794186145889,3.220265866118798
manager,32.74719985631209,-8.317157810143366,-2.5414768204536946,3.856611925314883,4.433759980430204,-4.696802135709299,3.2174593739557236,2.1479948061176968,2.9557296247322458,-0.9346275632642083
solicitor,9.30385283423918,4.856048099674792,-1.0264116446799005,-0.827792774292395,-0.08876892780563231,0.297728283469847,0.5921115366497645,-0.09100933381791952,1.253059567244782,-0.2883188074980229
programmer,13.610924112833887,3.2468450181706245,-2.447087231151029,1.354083752476224,-1.4160155814082678,-0.21569083551035992,0.7604785108922386,0.7049043679049877,-2.3324619898694556,5.045277908111138
midwife,7.439049551840218,5.511289344477428,-0.0655529787547402,2.0610580157858616,-0.11926934666558649,0.2990315261856075,-0.2154452949031051,-0.06866070090045638,0.21338009238383124,-1.6664877672301264
accountant,9.866287829847684,4.851851266952803,-0.7961093625532769,1.8431496740754287,0.03167197852653831,0.01881620181974449,0.46708269718838324,-1.2500453081634126,-1.3943038808083887,0.7010700204864717
paralegal,3.99628352278458,3.09175768072743,-0.620989559069869,1.69458261280844,-0.0914086393037857,0.08496654121849646,0.35724926180922767,-0.3474188596918702,-0.326461530122589,-0.0757468219119534
cashier,7.60348826276785,5.818629639991049,-0.7774844532179336,2.004676639837259,-0.5701867145091963,-1.091296959691386,0.3154310588214738,-0.6218771608886614,0.30737119430915155,-0.8044121405270988
scrivener,3.542586806132675,3.218920697576958,-0.9065133199959052,0.629860961989519,-0.5071990813818145,-0.5657444347297874,0.386783932041362,-0.1068395392082323,0.5408058880676517,-0.0813570391719892
salesperson,4.143736309536253,3.9470651330920137,-0.8022508337046752,1.1113825519981828,-0.5019709969705866,-0.029755763393998935,0.2336863581259373,-0.13707824337055946,0.44041152564690617,-0.4732441720640804
bodyguard,11.833635033866896,5.229002992826265,0.7650570735312614,-0.31829741675556217,-0.0633398724343304,-0.20067212815822444,0.5419969355119257,-0.5752047953850774,1.4248277754972758,-1.48317066304028
agronomist,3.205470394906754,2.8022652820158602,-0.8821924918168258,0.7642169722509399,-0.8757295772765744,-0.4248892397713076,0.25679891764546536,-0.05020026933072801,0.09086591575812489,0.1225758253425179
fisherman,7.977125739599382,5.792407623959174,-0.048564370086205795,0.6798266530781,-0.2874743756983916,-0.7734869259794854,0.019041374783313282,-0.4057335711416291,0.6720266094230565,-0.4668274892080738
farmer,19.087750617316427,3.071100563057152,0.5887794880901963,-3.9375147648703654,2.129770078411685,0.4590489624388944,-0.7351585003654808,0.817645470079636,0.4536702189086743,-2.108041818031125
welder,4.490247344182473,4.4241421838882955,-0.11862576573629313,0.7370983654144476,-0.32527431436592597,-0.5089529624610721,0.15406551478307812,-0.4305581052473038,0.36766938790105463,-0.42603097741753015
molder,1.4799594196829122,1.8341950926411388,-0.38810963006280125,0.3366198959131195,-0.34727807757009305,-0.288910286979481,0.21002791174255372,-0.1806815824195759,0.29074380930056243,-0.11869504183982636
bookbinder,2.1281465461520113,2.2602724014343103,-0.5670501108712406,0.4727065538292887,-0.532420329456852,-0.16047983561213056,0.17833361306128656,-0.1469395792742838,0.31857311321965287,-0.23551114062526643
electrician,6.531508680168203,4.539615783131035,-1.1113401963985252,1.42878343030272,-0.937130344910073,0.07449648393712731,0.3901113862421528,-0.24544826673076592,0.5252962506606657,-0.3889546179945042
tradesperson,0.9498217040106146,1.233145171659419,-0.2891601369499622,0.3985328516601203,-0.21700165949581127,-0.09542447181105038,0.1530573927130091,-0.14605932522344794,0.21240681703993802,-0.1118590229822624
chauffeur,6.561248531762151,5.175404974294237,-0.28551684418246265,1.3024498415909176,-0.693996708330064,-0.21651393798349589,0.4521089216448136,-0.8466763159325724,1.0024514904750037,-0.5552633330725564
housekeeper,10.234843333855693,5.724538989471887,1.230822313552111,1.536385979734008,1.0406775766287384,0.9056658956847418,-0.8815452755768333,-0.702377009884557,0.26037470392615963,-0.6158711363316861
farmhand,3.3026369649271192,3.4375173080987715,-0.32059291725451783,0.9614102448312044,-0.4084985662155259,-0.34849381903940047,-0.04202607371313285,-0.30647725992882424,0.39654893981724004,-0.3411243312416011
builder,11.747754951542055,3.8555985941495483,-1.4997710215989088,-0.46604972773326714,-0.3283748098899106,-0.6247095633216074,-0.3150286275944614,0.5889785565158309,-0.6859991833425726,0.2766564224312973
hawker,3.0189954888967807,3.0506674546955077,-0.6250771735046893,0.34329736205431094,-0.4984484060653175,-0.44424630241273877,0.2534482907601365,-0.21625375723022525,0.5138076241716962,-0.19887242131872346
nurse,23.19761388298756,2.314011349222812,6.932433903127388,4.63277855277938,2.7812562283435605,2.90719830684154,-3.6714527507829313,4.964656146220709,-1.592571755082829,0.554836061372624
secretary,25.027475189987822,-1.1031727494824355,-3.6521438606778,-4.127456992298394,2.485627181829984,5.433369643991962,-0.3721420876336959,-0.5537910524642821,0.4546162831532153,-2.601450617072791
hairdresser,6.302627572535705,4.612356241325153,-0.3800856538546783,1.205497423024674,-0.6029788129412054,-0.6684312603337653,0.1471707640642156,-0.5139411390030271,0.10782225624961919,-0.3394876312456878
