,Group,C(profession)[T.carpenter],C(profession)[T.cashier],C(profession)[T.ceo],C(profession)[T.cleaner],C(profession)[T.cook],C(profession)[T.designer],C(profession)[T.driver],C(profession)[T.lawyer],C(profession)[T.manager],C(profession)[T.receptionist],C(profession)[T.salesperson],C(profession)[T.secretary],C(profession)[T.teacher],C(syntactic_role)[T.subject]
Group,0.01301029741255483,-4.4191394585207266e-05,-2.2371761472196956e-05,0.0002991665079927953,0.000452135123908719,9.865966526627854e-05,0.00021506740785767628,0.00034033288244379484,0.00011099814826580078,0.0002644888768216028,0.0003638747080126248,0.0002826874898622878,0.00022357186960449742,0.0004636553706718535,1.8401753667344284e-05
C(profession)[T.carpenter],-4.4191394585207266e-05,0.010706675648501753,-0.0010819025567945176,7.760992347082335e-05,0.0006292363893333931,-0.0006454461124599852,-0.00022566332719990692,0.00022606169257857018,-0.0006009517975143249,-4.744251958777905e-05,0.0003109568454954535,1.8184253151554373e-05,-0.00019499503517242614,0.0006707800286567636,-5.444367648322321e-05
C(profession)[T.cashier],-2.2371761472196956e-05,-0.0010819025567945176,0.011120153680686145,4.806131520101493e-05,0.0005060111610784283,-0.0005522061134067582,-0.00020371039445819098,0.00017130316270165974,-0.0005152677757217474,-5.5754854923716146e-05,0.00024178151100413744,-1.2727509615872623e-06,-0.00017825015917843998,0.0005404999037378183,-4.515133338844175e-05
C(profession)[T.ceo],0.0002991665079927953,7.760992347082335e-05,4.806131520101493e-05,0.012544756959768644,-0.0004604109327706981,-8.272556123287683e-05,-0.00020710619483622482,-0.0003409512360037895,-9.590912015704243e-05,-0.0002599125931703426,-0.0003661054664308569,-0.0002793576487112105,-0.00021619313629276402,-0.00047272021357659113,1.703457851716649e-05
C(profession)[T.cleaner],0.000452135123908719,0.0006292363893333931,0.0005060111610784283,-0.0004604109327706981,0.011294046286057095,0.00012495353940915026,-0.00019283562174863986,-0.0005348060887390603,9.126990225344939e-05,-0.0003277545439653509,-0.0005990744684323865,-0.0003774361359467507,-0.00021605251186453676,-0.0008714722692882862,4.251501826191456e-05
C(profession)[T.cook],9.865966526627854e-05,-0.0006454461124599852,-0.0005522061134067582,-8.272556123287683e-05,0.00012495353940915026,0.01234631059097076,-0.00020066620160980495,-3.230887004735512e-05,-0.00034053572988894073,-0.0001342435367479729,-6.685561798368135e-07,-0.00010978452329127047,-0.0001892361687731129,0.00013343707954780904,-1.992389535679819e-05
C(profession)[T.designer],0.00021506740785767628,-0.00022566332719990692,-0.00020371039445819098,-0.00020710619483622482,-0.00019283562174863986,-0.00020066620160980495,0.012735432668311914,-0.0001942460746226329,-0.0001965634469650657,-0.00019501246006189518,-0.00019400819013616917,-0.0001948285674531094,-0.00019542591658096043,-0.0001929999305335475,5.200501280277582e-07
C(profession)[T.driver],0.00034033288244379484,0.00022606169257857018,0.00017130316270165974,-0.0003409512360037895,-0.0005348060887390603,-3.230887004735512e-05,-0.0001942460746226329,0.01236223222378931,-4.530722038369844e-05,-0.00025476567309394994,-0.0003903908187891186,-0.0002796000938023071,-0.00019892899096356773,-0.0005265547643624394,2.160186386087758e-05
C(profession)[T.lawyer],0.00011099814826580078,-0.0006009517975143249,-0.0005152677757217474,-9.590912015704243e-05,9.126990225344939e-05,-0.00034053572988894073,-0.0001965634469650657,-4.530722038369844e-05,0.012437943857698239,-0.00013197336579336111,-1.7405376227843798e-05,-0.00011099473651270514,-0.00017914084629913973,9.761775916266777e-05,-1.701059948069513e-05
C(profession)[T.manager],0.0002644888768216028,-4.744251958777905e-05,-5.5754854923716146e-05,-0.0002599125931703426,-0.0003277545439653509,-0.0001342435367479729,-0.00019501246006189518,-0.00025476567309394994,-0.00013197336579336111,0.01269505391993691,-0.00026111414747279153,-0.00021873242823546114,-0.00018787262447997905,-0.00031320210079366085,8.67743386137625e-06
