predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,baseline_r2,full_r2
profession_embedding,0.604554964171195,0.0010074885632557421,0.916776515943361,500,0,0.0,0.6594354825386308
lex_emb_norm,0.03806042188522646,0.0009957216834251931,0.05771667265871884,500,0,0.0,0.6594354825386308
C(tense),0.0068755831368979585,6.8658992729624434e-18,0.010426468273179668,500,0,0.0,0.6594354825386308
log_frequency,0.0065790532568487485,5.054837615278808e-05,0.009976795958144907,500,0,0.0,0.6594354825386308
C(semantic_role),0.0015039566052514675,8.22372864404988e-18,0.002280672855912577,500,0,0.0,0.6594354825386308
"C(valence, Treatment(reference='-val'))",0.0013524411311410204,7.5840881887392e-18,0.0020509074306018895,500,0,0.0,0.6594354825386308
"C(dominance, Treatment(reference='-dom'))",0.0004262619877945375,7.740535054758712e-18,0.0006464043853896903,500,0,0.0,0.6594354825386308
C(syntactic_role),8.280036427575865e-05,8.347869727328038e-18,0.00012556249469167452,500,0,0.0,0.6594354825386308
