predictor,unique_r2,relative_r2
profession_embedding_2,0.4135323435286432,0.5914363977228145
profession_embedding_4,0.09364561852933329,0.1339325161676924
profession_embedding_10,0.05610275626126582,0.08023849303382444
profession_embedding_9,0.05208526821694859,0.07449265792803693
profession_embedding_7,0.029078316858349496,0.041587980344646495
lex_emb_norm,0.016378175270553297,0.02342416290980631
profession_embedding_3,0.01095280365100848,0.01566476440764556
log_frequency,0.007988880997896963,0.011425744740822561
C(tense),0.006875583136897845,0.009833499571113784
profession_embedding_8,0.006680656528401552,0.009554714385496524
profession_embedding_5,0.0021257649447498084,0.0030402815668544706
C(semantic_role),0.0015039566052514886,0.0021509676107831764
"C(valence, Treatment(reference='-val'))",0.001352441131140858,0.0019342692857075494
"C(dominance, Treatment(reference='-dom'))",0.0004262619877943852,0.0006096424100617305
profession_embedding_6,0.0003883960659046837,0.0005554863451508191
C(syntactic_role),8.280036427565918e-05,0.00011842156954269942
