feature,coefficient,nonzero
Intercept,0.0,False
C(tense)[T.past perfect],0.0020979383994222207,True
C(tense)[T.present continuous],0.031483555315629595,True
C(tense)[T.present perfect],-0.04516713422151081,True
C(tense)[T.simple future],0.07093963322962456,True
C(tense)[T.simple past],-0.0,False
C(semantic_role)[T.patient],-0.042510756265255974,True
C(syntactic_role)[T.subject],-0.002992438262294435,True
"C(valence, Treatment(reference='-val'))[T.+val]",-0.03984082857342961,True
"C(dominance, Treatment(reference='-dom'))[T.+dom]",0.018365828940010806,True
log_frequency,-0.13491511815216453,True
lex_emb_norm,-0.17951910643666597,True
profession_embedding_1,0.0,False
profession_embedding_2,-0.9095246869809769,True
profession_embedding_3,-0.13133400459180072,True
profession_embedding_4,-0.4510388609740175,True
profession_embedding_5,-0.06933518411304095,True
profession_embedding_6,-0.026026432468647255,True
profession_embedding_7,-0.2303253976637352,True
profession_embedding_8,-0.09918958981964643,True
profession_embedding_9,-0.2998557158892503,True
profession_embedding_10,0.3063912560544047,True
