,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
molder,-0.2837359785712447,0.017041054882346016,0.04579394077425208,0.052891047802455314,0.20062094871127195,0.026314815693186104,-0.03333544706500994,0.2751771691925424,-0.03258904984686109,-0.008576526256398244
nurse,-3.2915268842639134,-0.1809735700996108,0.4729629512773532,0.3680885703401767,0.2763457836746234,0.024318313376562865,-0.2314659020829958,-0.1449086583751106,0.35046103389273675,-0.08290311442075293
paralegal,-1.7470074503743578,-0.10544136898901196,0.28224024700013656,0.2319599744178365,0.5214351009111847,0.04992618460899373,-0.0744679580054542,0.20872356991298058,0.09338843258392823,0.03487580714131619
programmer,0.9828765008225018,-0.17346918031268851,-0.13482047269339809,-0.2159241883270368,-0.4593480180092179,-0.0870918500804194,0.1666505361800442,0.06278706414617849,-0.028233710567461823,-0.19538235719182911
salesperson,-0.228073156228767,-0.0758391365216583,0.22230348399005617,0.16803729546834578,0.148522571600485,0.008829329311115575,-0.08469243384108693,-0.06324638072023975,0.12076837724052275,-0.04466824396385012
scientist,0.5670540501217456,0.06912825036257461,-0.17254613588020656,-0.12819630116562386,-0.23947616677026629,-0.029529133444924353,0.021383532206998762,-0.33036489766421945,-0.026890376951342276,0.05075683235223401
scrivener,1.031111041183058,0.27200699057517513,-0.3226853624179272,-0.17994870415331649,-0.021829578377484116,0.03006737684555716,0.029063151600859483,-0.3359458888787057,-0.2316785888451217,0.16235147079769385
secretary,-2.402781701143267,-0.003921099127863759,0.22930315384162114,0.2302963687472077,0.23801588692423414,0.03670100748401882,-0.07238381506485647,-0.27387108259892584,0.1748886926569555,0.14086918963379064
sergeant,0.8162287849669856,0.13122793537774063,-0.08453287415392174,-0.022261165369233206,0.14588480654035557,0.04639600151071528,0.01934695781371415,0.16911479451972858,-0.13922927598048723,0.06368818676929619
soldier,1.2135204637294525,0.0781289063395853,-0.14014775886556058,-0.10709918194640286,-0.04602209978729743,-0.024103739489332553,0.08387699489985022,0.17679611403271,-0.1575083394742155,0.015108065252095855
solicitor,-0.349461548133017,-0.06064044267254082,0.01977748822401837,0.003554959368178623,0.1304564290853386,0.024927305889735116,-0.06192351150430225,0.07716884502501625,0.03151945180123161,-0.025518460539653953
teacher,-1.0176091939117802,-0.07566479949540222,0.19386979925996373,0.1709562481447754,0.40216223224682834,0.07610706151823379,-0.08172767558565808,-0.1961759836774598,0.11591918221975206,0.0757756005199572
tradesperson,0.17578465664942133,0.08423162603959777,0.07496427379814874,0.09906452644971545,0.23815598908065028,0.024915012353016686,-0.08774849398367576,-0.2827596990881854,-0.019890184818131436,0.07053780403162146
welder,0.829924458661708,-0.047158078479019705,0.1099047658414043,0.05461735760820397,-0.17507801424317254,-0.06142050414747334,0.04736058094780079,0.49013585876178706,0.01089424972001336,-0.14970432436944514
