,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
CEO,0.17764641461278785,-0.03760331722353266,-0.032658787560750246,-0.049789036798865205,-0.14630161410482428,-0.026042669601393606,-0.0040568664344955985,-0.043491349834457876,0.02414221779455472,-0.059228331662571174
accountant,0.09761900375169485,-0.007790726801894229,-0.08682371495368701,-0.07819949933154441,-0.08487216297860589,-0.01924748956832971,0.03211929165026273,0.3735047457766424,-0.03361037356003316,-0.015422002365723442
administrator,-0.27147542063979113,-0.00036152047707338486,0.08444716850812295,0.07732138146043455,0.19118628473196675,0.01938296230272557,0.041475937942055896,0.35661134318741955,-0.03792814000532807,0.033560043506546317
agronomist,0.7785910410489278,0.021218086641819733,-0.1600393369953378,-0.13920462513684645,-0.19622916116840305,-0.018484255661555024,-0.013222591185136218,-0.2692364498371498,-0.016571460655809694,0.04791210724118575
bodyguard,0.6364012213506665,-0.040365627746553945,0.061962205406641546,0.021427432360321907,-0.07185664016450857,-0.04844111252147703,0.042379275786945336,0.02143091095818761,0.010991843984925087,0.04090374394881524
bookbinder,0.6245309830892927,0.14500043202961785,-0.34834691492055136,-0.2383576792455625,-0.36096438963223865,0.04209794301876839,0.18688311240448302,-0.04372969677945783,-0.12945054166136105,0.0740956941069863
builder,1.5221776528847193,0.1871088569084198,-0.23176145071688645,-0.14423573668019302,-0.1427294598892684,-0.014935372565569508,0.07050146479326816,0.12433054342050999,-0.19324382842712573,0.042882211935960216
cashier,-1.2889039101363422,-0.05134713790702494,0.21688171868769923,0.19412904998864572,0.2994469331796519,0.035742590754894554,-0.050347948093783096,-0.06357379817311803,0.11530889810406786,0.04220345005511672
chauffeur,1.0429562147118698,-0.039669547240456404,-0.11619793120202437,-0.12161662453042732,-0.2637712652224411,-0.036180168184699685,0.13053024472085462,-0.018882556632032088,-0.016935307890420193,-0.015148826996879368
colonel,1.5735687208724467,0.18960415496398025,-0.28017120402185625,-0.1941535031639935,-0.5360058605420457,-0.0465225417440618,0.11155137244059057,-0.1302277599716177,-0.12360395284112058,-0.026074864364626874
doctor,0.25275449285008245,0.16688772620072945,-0.12401085660952244,-0.037058641224185535,0.05354706873869727,0.050758945727280264,-0.06300414035768104,0.011801305467009603,-0.09405807455261284,0.0031216341127039415
electrician,1.257539999545795,0.0009449338380135841,-0.13833506311293625,-0.14404017764923188,-0.47434608741564965,-0.06921509625468451,0.15534642340736882,0.07732976161319478,-0.045776960208869066,-0.09289396000728065
farmer,1.8523865850028869,0.06401391061492656,-0.19258834940971692,-0.16947128024803718,-0.23245167293262262,-0.0399305690343868,0.02860533788277899,-0.1204498733765769,-0.11695101265771585,-0.014782509437669117
farmhand,0.8498988624415286,0.15688742993763316,-0.2223843294459832,-0.14411381139911295,-0.3438296799923261,-0.004676883676001194,0.013070893873102792,-0.1872303022599962,-0.07484948327636198,-0.018331515448241693
fisherman,3.2454939994602103,-0.1959404895794975,-0.12441389338915934,-0.24635632957152365,-0.41808146378620636,-0.16609457631687016,0.2763463344039717,0.4392260933108533,-0.17376019541928978,-0.22086768382408084
hairdresser,-1.8307150091865805,-0.0655830542399107,0.33770880848093343,0.30537622951335414,0.4843541988146587,0.045013628385760535,-0.07292676469666298,0.19993662094662734,0.1522527597334064,0.07747569063230268
hawker,0.8874709790458839,-0.020948852988768918,-0.11109946849851449,-0.13732122877115915,-0.18292065309422123,-0.07834442525083254,-4.20170253371821e-05,-0.33225443057561915,-0.06324631356383925,-0.0075516348973664466
housekeeper,-3.419354984795323,-0.2556798759439465,0.4836112691139338,0.35791699565874263,0.5806034993406837,0.059263708209374086,-0.24742084737477904,-0.11386933168580099,0.3238334281171695,0.026106934279051947
manager,0.09683953951018243,0.04085115505908188,-0.08271698005488937,-0.050213697403360735,0.13073254003743845,0.045412066094471536,0.011306227404731584,-0.08321176189330161,-0.06720793387183571,0.11770102521169512
midwife,-4.381730428375118,-0.18588362390241958,0.2705496106306777,0.21192397472924912,0.3546437143979553,0.12408613444244124,-0.2890312580215479,-0.030644838233284455,0.2988445371816784,-0.1428711357877337
