predictor,unique_r2,relative_r2
profession_embedding_9,0.16495088772496458,0.652418311051704
log_frequency,0.03158639888894865,0.12493139806373069
profession_embedding_1,0.014719052339125849,0.05821720270694094
profession_embedding_3,0.014655628260838438,0.05796634603919582
profession_embedding_8,0.010004868211087592,0.0395715313242583
profession_embedding_7,0.00831023938866049,0.032868888559274265
profession_embedding_6,0.0032541241331660586,0.012870801728892278
C(tense),0.0026311513221793925,0.010406802445343467
C(syntactic_role),0.00114874982128077,0.004543567049306147
"C(valence, Treatment(reference='-val'))",0.0008780446355212135,0.0034728664151836538
profession_embedding_10,0.0003529978291139102,0.0013961867720252354
profession_embedding_4,0.00012516865886702533,0.000495070539728125
C(semantic_role),8.29263909450928e-05,0.00032799275389302774
lex_emb_norm,7.264926633909763e-05,0.0002873443865493429
"C(dominance, Treatment(reference='-dom'))",5.706123244519912e-05,0.00022569016397473585
