target_model,best_model_name,best_model_aic,Unnamed: 0,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject],C(valence)[T.-val],C(dominance)[T.-dom]
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,lawyer,0.2646932895222129,-0.1070490799836806,-0.3620242349263233,0.0831411271586217,-0.0505399067195614
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,manager,-0.3171652371220821,-0.0783831504127586,0.014214266547919,-0.103454681311784,0.0130649622390852
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,receptionist,-2.595693604447967,-0.1208150347741848,-0.0120494172132144,-0.1030969959054996,-0.0545102601366034
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,salesperson,-0.6689346183784743,-0.0759232039833524,0.0508802224940434,-0.0478862303993788,-0.015508938812699
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,secretary,-2.3208902023636924,-0.1607854510355493,-0.0493899479805242,-0.0388788707024446,-0.1418886020973953
google_gemma-3-4b-pt,selected_mixed_random_slopes,4523.5520864519785,teacher,-1.4455736620232034,-0.1410755477912884,0.0577717163195802,-0.0358124178233356,-0.1082461160748163
gpt2,selected_mixed_random_slopes,2096.7309869656237,accountant,0.3692582401793977,-0.046515985881427,0.0179753414180035,-0.0259604916260951,-0.0111011234126062
gpt2,selected_mixed_random_slopes,2096.7309869656237,carpenter,1.900388870265591,-0.0672581624926823,-0.2057880503800087,0.0276664318286965,0.051449938700634
gpt2,selected_mixed_random_slopes,2096.7309869656237,cashier,-0.3507281995635585,-0.0853723462846472,-0.0351104238760866,0.0404198998953987,-0.0106998874278648
gpt2,selected_mixed_random_slopes,2096.7309869656237,ceo,-0.7250527300010631,-0.1455322266922214,-0.1233758263611478,-0.0206663066144528,-0.1077442302943491
gpt2,selected_mixed_random_slopes,2096.7309869656237,cleaner,-0.1432475549042339,-0.1173240712972847,-0.2048630971763663,0.0701799531879194,-0.0148055357014105
gpt2,selected_mixed_random_slopes,2096.7309869656237,cook,-0.4218617031736413,-0.1323954335221417,-0.0919321301640222,0.0421251486056711,-0.0356783342353226
gpt2,selected_mixed_random_slopes,2096.7309869656237,designer,-0.1107848515395005,-0.0744380356966507,0.0992902773940294,-0.1294056291492219,-0.099616145925693
gpt2,selected_mixed_random_slopes,2096.7309869656237,driver,1.33470287312931,-0.1613988146236118,0.1258889606690559,-0.0452947883314235,0.0115314651996134
gpt2,selected_mixed_random_slopes,2096.7309869656237,lawyer,0.3186354337147402,-0.0448196219873684,-0.0648703473596241,-0.0681536862630434,-0.057915076335477
gpt2,selected_mixed_random_slopes,2096.7309869656237,manager,0.5395825457838362,-0.0671330006305679,0.4142239957527092,-0.0877433946720811,0.0185091281047786
gpt2,selected_mixed_random_slopes,2096.7309869656237,receptionist,-1.702772947695163,-0.0410296010811907,-0.1805388509207864,0.0420941684683127,-0.0892413796558516
gpt2,selected_mixed_random_slopes,2096.7309869656237,salesperson,-0.3349429728881875,-0.0869965453880688,0.1836246950826615,-0.024682088372724,-0.022284154979499
gpt2,selected_mixed_random_slopes,2096.7309869656237,secretary,-0.7394177520508958,-0.3149356268852067,-0.2140397058274325,-0.0974680166206851,-0.2188656797249357
gpt2,selected_mixed_random_slopes,2096.7309869656237,teacher,-0.8273534807561498,-0.0658534131397587,-0.0319924189301033,0.0103898491604535,-0.0498513385977261
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,5524.239998067154,accountant,0.4920506837640314,0.0181342711482032,0.1574343367166739,0.0544675108922164,0.0129363900422736
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,5524.239998067154,carpenter,2.2729494476048013,0.1818088066990292,0.0624209975025454,0.2378275114025766,0.0267366625576691
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,5524.239998067154,cashier,-0.8233123440785575,0.0148033256898247,-0.0132341595180915,-0.1293131342843904,-0.0005376417490489
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,5524.239998067154,ceo,0.3644361553792329,-0.0063975858009484,-0.030741485895158,0.0257342384857285,0.045401901831822
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,5524.239998067154,cleaner,-0.7161479910036355,-0.0411284413113625,-0.054153943250926,-0.1228134501358308,0.0021586276625843
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,5524.239998067154,cook,-0.1437245394067043,0.0264050903781989,-0.0059244272146234,0.0047652238699741,0.0218948962217967
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,5524.239998067154,designer,0.2095197461272562,-0.0399806821556668,-0.0082348870899724,0.0093707913238372,0.0304170068400629
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,5524.239998067154,driver,0.9421289394011232,-0.0172716116737041,-0.1241573033683042,0.0866543013109258,0.048441315051145
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,5524.239998067154,lawyer,0.8944775926236466,-0.0753533490873848,0.0981556123428776,0.0920509238485188,0.0419197619036262
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,5524.239998067154,manager,0.4568987727875375,0.0383777853721324,-0.020411045771651,0.0229171236465663,0.0324644850215811
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,5524.239998067154,receptionist,-2.0884842774290893,-0.0321785404711507,0.0862968832497935,-0.184725979219718,-0.0568126557345649
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,5524.239998067154,salesperson,0.1741382997882818,-0.0324527900344786,-0.0744701944018883,-0.0120484337440191,0.0449141599741265
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,5524.239998067154,secretary,-1.783933568176298,-0.0622256581039097,0.0194142759064969,-0.071997295328041,-0.2292448497798919
mistralai_Mistral-7B-v0.3,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,5524.239998067154,teacher,-0.6711935213747378,-0.0210836912658281,-0.1012094702632855,-0.0524511343965356,-0.0331190370748708
