,Group
CEO,0.19787888193396758
accountant,0.07319169904857124
administrator,-0.41734429493456726
agronomist,0.6337324737039434
bodyguard,0.7878183451796839
bookbinder,0.14201418466719137
builder,1.8658423593255058
cashier,-1.467020894478753
chauffeur,1.0551641964139389
colonel,1.0220996211365352
doctor,-0.0817425336490998
electrician,1.2883499345452565
farmer,1.6043526311164513
farmhand,0.8986864894725307
fisherman,3.02288043772496
hairdresser,-1.644145479138576
hawker,0.30125453420950404
housekeeper,-3.179306936267591
manager,-0.48258216869801807
midwife,-4.697941205509243
molder,0.22806856880040158
nurse,-2.8058120128007222
paralegal,-1.5361434740389632
programmer,1.8678904223949129
salesperson,-0.4202314276742673
scientist,0.15494663436951922
scrivener,0.674566332853141
secretary,-2.15062083822014
sergeant,1.362264928692759
soldier,2.0355462426660442
solicitor,-0.2352937424688065
teacher,-1.530805214377531
tradesperson,0.09308688094851357
welder,1.3393544236849972
