predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,full_r2,utility
log_frequency:lex_emb_norm,0.0036133596758966087,9.136080942233408e-05,0.1482999219061505,500,0,0.024365216309306437,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom'))",0.002290261553629906,4.493541645656649e-05,0.09399717714614038,500,0,0.024365216309306437,OLS fixed-effect R2
"C(tense):C(valence, Treatment(reference='-val'))",0.0015931263109383294,9.775703298761872e-05,0.06538527262447597,500,0,0.024365216309306437,OLS fixed-effect R2
"C(tense):C(dominance, Treatment(reference='-dom'))",0.001513749484934957,0.00010367379056730286,0.06212747983512757,500,0,0.024365216309306437,OLS fixed-effect R2
C(tense):C(semantic_role),0.0014573696068545736,8.680409716531981e-05,0.05981353041786552,500,0,0.024365216309306437,OLS fixed-effect R2
C(syntactic_role):lex_emb_norm,0.001445166888001177,0.00010140735872768078,0.059312705032263026,500,0,0.024365216309306437,OLS fixed-effect R2
C(tense):C(syntactic_role),0.0013878956213159968,8.023565217099494e-05,0.056962171141730515,500,0,0.024365216309306437,OLS fixed-effect R2
C(tense):lex_emb_norm,0.0011817756086846762,0.0001051235954939505,0.048502569962134506,500,0,0.024365216309306437,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):lex_emb_norm",0.0010759055794244711,0.00010403816238355565,0.044157440088620215,500,0,0.024365216309306437,OLS fixed-effect R2
C(tense),0.0009629152768300552,8.462807166218499e-05,0.039520079140945866,500,0,0.024365216309306437,OLS fixed-effect R2
C(semantic_role):lex_emb_norm,0.0009490497167705798,9.22396891165701e-05,0.03895100723600327,500,0,0.024365216309306437,OLS fixed-effect R2
lex_emb_norm,0.0009367516419170525,9.852360636744735e-05,0.038446268238515685,500,0,0.024365216309306437,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom')):lex_emb_norm",0.000907442112512868,9.674915552139026e-05,0.03724334317386155,500,0,0.024365216309306437,OLS fixed-effect R2
C(syntactic_role):log_frequency,0.0007154509464008419,3.486409746013021e-05,0.02936361973226444,500,0,0.024365216309306437,OLS fixed-effect R2
"C(semantic_role):C(dominance, Treatment(reference='-dom'))",0.000493993254304191,3.524277955017196e-05,0.020274527754367087,500,0,0.024365216309306437,OLS fixed-effect R2
C(tense):log_frequency,0.00048338217383044204,3.703883640021213e-05,0.01983902657354252,500,0,0.024365216309306437,OLS fixed-effect R2
"C(semantic_role):C(valence, Treatment(reference='-val'))",0.0003881678936098205,3.144377375944757e-05,0.015931231173250758,500,0,0.024365216309306437,OLS fixed-effect R2
C(semantic_role):log_frequency,0.00037817022018731385,3.568379684417199e-05,0.015520905514919215,500,0,0.024365216309306437,OLS fixed-effect R2
"C(valence, Treatment(reference='-val')):log_frequency",0.0003713087639382293,3.5294179450725605e-05,0.015239296841227129,500,0,0.024365216309306437,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom'))",0.0003274466423296389,2.8431132999314425e-05,0.01343910261960485,500,0,0.024365216309306437,OLS fixed-effect R2
log_frequency,0.0003263467376233364,3.530286010707366e-05,0.013393960204600621,500,0,0.024365216309306437,OLS fixed-effect R2
"C(syntactic_role):C(dominance, Treatment(reference='-dom'))",0.0003263446480781833,2.833969563141619e-05,0.013393874445248987,500,0,0.024365216309306437,OLS fixed-effect R2
"C(dominance, Treatment(reference='-dom')):log_frequency",0.00031503841629475617,3.444755843518249e-05,0.012929842784708847,500,0,0.024365216309306437,OLS fixed-effect R2
"C(syntactic_role):C(valence, Treatment(reference='-val'))",0.0003136818266707142,2.660929642899652e-05,0.01287416547789488,500,0,0.024365216309306437,OLS fixed-effect R2
"C(valence, Treatment(reference='-val'))",0.0002816691096610522,2.5538120797585498e-05,0.011560295877753689,500,0,0.024365216309306437,OLS fixed-effect R2
C(semantic_role):C(syntactic_role),0.00019727694419267606,1.1048189951172728e-05,0.008096662951328899,500,0,0.024365216309306437,OLS fixed-effect R2
C(semantic_role),0.00012596844275702092,1.1208235531724195e-05,0.005170011263512015,500,0,0.024365216309306437,OLS fixed-effect R2
C(syntactic_role),6.2012117169703006e-06,5.552087242870272e-07,0.0002545108419415801,500,0,0.024365216309306437,OLS fixed-effect R2
