,Group,C(semantic_role)[T.patient],C(syntactic_role)[T.subject]
Group,1.0081583553206381,0.11411965161593404,-0.15618937813943204
C(semantic_role)[T.patient],0.11411965161593404,0.015170536311323085,-0.016765648783029254
C(syntactic_role)[T.subject],-0.15618937813943204,-0.016765648783029254,0.07442632239724534
