,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
CEO,0.08233442352051004,-0.037056002496224504,0.08913429749929166,0.03149440761954769,-0.02858588995323459,-0.00440540337172121,-0.0028315177608510596,0.058351372784241705,0.048757816652870135,-0.05164410578102919
accountant,0.11239568715840753,-0.03917672609207876,0.010640920050272035,-0.02918404524564877,0.03564153515722628,-0.04879895293353243,0.015236808714541694,0.16482048306631292,-0.02211116136128663,-0.009539283341782043
administrator,-0.36647682748832855,0.06385472535299211,0.3205198962905602,0.37351867867700395,0.6605701772634013,0.07852032717361943,-0.008926528955367871,-0.390675269235161,0.06686089221915481,0.06666714112264706
agronomist,0.34267402558405036,0.05662606982508338,-0.024824121391678305,0.006604478452555282,-0.10462302158398754,0.035344283492077085,-0.010523923794265769,-0.09056356635190302,-0.01415324358088943,-0.004350099931529447
bodyguard,0.3186488073411837,-0.06555704284013379,0.005121613804295676,-0.09971214301355283,-0.17514832102365038,-0.08083395257074852,0.03535963939298831,0.5481544049447041,-0.06073627662375507,-0.004985639009268836
bookbinder,0.6048012255546631,0.06386381520454548,-0.40627990248361434,-0.30754499207580543,-0.29483786405720847,-0.06983493963562987,0.029947610945388475,-0.2242003615894318,-0.07899053329672778,0.06526050078092076
builder,2.0158404669299035,0.05375677891387007,-0.23144729211216886,-0.1332006886771155,-0.1771395093417064,-0.018684114818635328,0.05488624193446312,0.04657313568901242,-0.29121770468219516,0.035608765480296165
cashier,-1.5450412480317388,-0.04438700725584667,0.21626859730927933,0.16062279570170215,0.3128139313181964,0.012602135359570558,-0.029069760097381186,-0.030905743937848236,0.1818595301283933,-0.0009101809213709622
chauffeur,1.4129822457733916,0.02143846064189233,-0.2084079070643577,-0.15240742367259955,-0.18510943230449814,-0.03884344427415912,0.06633310536013604,-0.010483045015293062,-0.14152417923020422,0.019314432000970286
colonel,1.6390854512578723,-0.01036442768973378,-0.47315386513885777,-0.4976627507811125,-0.7363669592430825,-0.1565422255917144,0.11048564695477947,0.1366467129943776,-0.030742768835362838,-0.0075208750900795235
doctor,0.3114659098106809,-0.009039977311549291,0.0682152007353956,0.030196500975013287,0.10693272188207631,-0.03341744962809858,-0.031723759534836415,-0.21262262824390982,0.042012502973474836,-0.038150235982437004
electrician,1.2806385854092155,-0.05282235914016423,0.17003393130276773,0.07744563240641295,0.18567499603283263,-0.08270372561895419,0.07610724545616204,0.31556005496541006,-0.0890656903391142,0.02290830601028107
