,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
Group,1.8649375438860367,0.0016269751014616244,-0.1862164163502968,-0.1731246069319318,-0.24300147116622478,-0.06832688065211273,0.07909546038233659,0.015219853339803689,-0.12489205384472855,-0.009719846573671634
C(tense)[T.past perfect],0.0016269751014616244,0.005651632291861084,-0.003901879427461839,0.000784443125548061,0.00015335962849390917,0.002218545124532876,-9.673385949828565e-05,-0.0068261792171222645,-0.0025615298724054763,0.004788889180818182
C(tense)[T.present continuous],-0.1862164163502968,-0.003901879427461839,0.047379485425817186,0.04023422002454699,0.05421980039824293,0.009851186709215337,-0.009422077479886284,0.0012238044008315645,0.015765033811615644,-0.0034242517239931494
C(tense)[T.present perfect],-0.1731246069319318,0.000784443125548061,0.04023422002454699,0.03899174064067516,0.05302407444638886,0.01195844679877827,-0.008327105445097563,-0.006187313338511335,0.011473953790001525,0.0008292203270056662
C(tense)[T.simple future],-0.24300147116622478,0.00015335962849390917,0.05421980039824293,0.05302407444638886,0.09145667336109804,0.011599655999245131,-0.009547703271772073,-0.013531942378045378,0.01502439250654624,0.005740844253977464
C(tense)[T.simple past],-0.06832688065211273,0.002218545124532876,0.009851186709215337,0.01195844679877827,0.011599655999245131,0.006498636902711225,-0.0034890960247969467,-0.004196312035395433,0.0032037046584958485,0.0007086398033695074
C(semantic_role)[T.patient],0.07909546038233659,-9.673385949828565e-05,-0.009422077479886284,-0.008327105445097563,-0.009547703271772073,-0.0034890960247969467,0.004864746008276093,0.002542533532424481,-0.005501353484468169,0.0008914506047136742
C(syntactic_role)[T.subject],0.015219853339803689,-0.0068261792171222645,0.0012238044008315645,-0.006187313338511335,-0.013531942378045378,-0.004196312035395433,0.002542533532424481,0.037219951932296894,-0.002748436109380565,-0.003559807357098117
"C(valence, Treatment(reference='-val'))[T.+val]",-0.12489205384472855,-0.0025615298724054763,0.015765033811615644,0.011473953790001525,0.01502439250654624,0.0032037046584958485,-0.005501353484468169,-0.002748436109380565,0.013175427217519284,-0.002574228090110524
"C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.009719846573671634,0.004788889180818182,-0.0034242517239931494,0.0008292203270056662,0.005740844253977464,0.0007086398033695074,0.0008914506047136742,-0.003559807357098117,-0.002574228090110524,0.007016965967875575
