predictor,unique_r2,relative_r2
profession_embedding_9,0.13422489426267203,0.4497177087073532
profession_embedding_10,0.04353571962572644,0.14586552058437574
profession_embedding_5,0.03873535482425183,0.1297819984379258
profession_embedding_8,0.02455586105152585,0.08227390029316983
profession_embedding_6,0.017618984852084574,0.05903204126890927
C(syntactic_role),0.012958592785418221,0.04341749485103232
profession_embedding_3,0.011603737019195814,0.038878078864441126
profession_embedding_7,0.004175577457588786,0.013990185181908758
C(tense),0.0034350113818989447,0.011508933991247534
C(semantic_role),0.0020073104622913007,0.006725451837565642
log_frequency,0.0018655528363309415,0.006250495868414874
"C(valence, Treatment(reference='-val'))",0.0015795509985050415,0.005292252675900585
profession_embedding_2,0.0014255891032977086,0.004776406557181467
profession_embedding_4,0.00028644318239268163,0.0009597219082801968
profession_embedding_1,0.00023795275407845207,0.0007972557395750223
lex_emb_norm,0.00014055225475628763,0.00047091739807187354
"C(dominance, Treatment(reference='-dom'))",7.808908024042882e-05,0.0002616358346467823
