,Group
CEO,0.11221146122516891
accountant,-0.5823622092830609
administrator,-0.2431955342679908
agronomist,-0.18075617810456454
binman,1.3525980960724542
bodyguard,0.6904405677258408
bookbinder,-0.19466723856553955
builder,0.7326653302128131
cashier,-1.4889370905781074
chauffeur,0.9501648974840302
colonel,1.695407178879773
doctor,-0.12175281378865808
electrician,1.240261498098863
farmer,1.2254188656276366
farmhand,0.1101620555325258
fisherman,2.8175841449924683
hawker,-0.05823248070147764
housekeeper,-3.560571423680472
manager,-0.2941652556901908
midwife,-4.289098557650745
molder,-0.03963762302748584
paralegal,-1.9107800338887808
programmer,0.09002595915804916
salesperson,0.1022468041118357
scientist,-0.3356741917228876
scrivener,0.48467166250612354
sergeant,0.4170673061138312
soldier,1.464823782036069
solicitor,-0.0057077355135067166
teacher,-1.3563490197442654
tradesperson,0.2575776235534642
welder,0.9185601509360704
