target_model,model,predictor,shapley_r2,mc_standard_error,relative_r2,permutations,random_state,full_r2
google_gemma-3-4b-pt,Human-Perception Model,"C(tense):C(valence, Treatment(reference='-val'))",0.0020836134613114,0.0001219174966056,0.0035656986370414,500,0,0.584349288430146
google_gemma-3-4b-pt,Human-Perception Model,"C(tense):C(dominance, Treatment(reference='-dom'))",0.0017022699694171,0.000112121700634,0.0029131035206533,500,0,0.584349288430146
google_gemma-3-4b-pt,Human-Perception Model,C(tense),0.0014589553561951,0.0001107602250747,0.0024967179477784,500,0,0.584349288430146
google_gemma-3-4b-pt,Human-Perception Model,"C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom'))",0.0013429786525947,3.241903518500981e-05,0.0022982464070464,500,0,0.584349288430146
google_gemma-3-4b-pt,Human-Perception Model,"C(valence, Treatment(reference='-val'))",0.0004676034225766,3.037486242241769e-05,0.0008002121878729,500,0,0.584349288430146
gpt2,World-Knowledge Model,male_perc,0.1519635318368849,0.0094360231903645,0.3393432074335213,500,0,0.4478166307974653
gpt2,World-Knowledge Model,male_perc:C(semantic_role),0.1475289634997316,0.0093674260395431,0.3294405641814021,500,0,0.4478166307974653
gpt2,World-Knowledge Model,"male_perc:C(dominance, Treatment(reference='-dom'))",0.144926977568992,0.0093239889040944,0.3236301816457958,500,0,0.4478166307974653
gpt2,World-Knowledge Model,"C(semantic_role):C(valence, Treatment(reference='-val'))",0.0009167859998725,5.0833834107168e-05,0.0020472352673457,500,0,0.4478166307974653
gpt2,World-Knowledge Model,"C(semantic_role):C(dominance, Treatment(reference='-dom'))",0.0006934639818881,3.611475536107424e-05,0.0015485445028097,500,0,0.4478166307974653
gpt2,World-Knowledge Model,"C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom'))",0.00066048540926,3.325289679526668e-05,0.0014749014749271,500,0,0.4478166307974653
gpt2,World-Knowledge Model,C(semantic_role),0.000520368985417,3.2026682631904035e-05,0.0011620135332855,500,0,0.4478166307974653
gpt2,World-Knowledge Model,"C(valence, Treatment(reference='-val'))",0.0004679446313748,2.8800167992974853e-05,0.0010449469697931,500,0,0.4478166307974653
gpt2,World-Knowledge Model,"C(dominance, Treatment(reference='-dom'))",0.0001381088840454,8.930426205417434e-06,0.0003084049911221,500,0,0.4478166307974653
gpt2,Human-Perception Model,male_perc,0.1546295587112162,0.0094749389326687,0.33879723238312,500,0,0.4564073845100288
gpt2,Human-Perception Model,male_perc:C(tense),0.1487474252818845,0.0093386598734848,0.3259093308526782,500,0,0.4564073845100288
gpt2,Human-Perception Model,male_perc:C(syntactic_role),0.1441573845744152,0.0093091248045472,0.3158524368074672,500,0,0.4564073845100288
gpt2,Human-Perception Model,"C(tense):C(dominance, Treatment(reference='-dom'))",0.0039040180813637,0.0001536884773376,0.0085538013052854,500,0,0.4564073845100288
gpt2,Human-Perception Model,C(tense),0.0036165567300083,0.0001536884773376,0.0079239662914105,500,0,0.4564073845100288
gpt2,Human-Perception Model,"C(valence, Treatment(reference='-val'))",0.001352441131141,4.1073003570199e-18,0.0029632323600392,500,0,0.4564073845100288
meta-llama_Llama-3.1-70B,World-Knowledge Model,"male_perc:C(valence, Treatment(reference='-val'))",0.1806307613491637,0.0113576187468941,0.3350519375718472,500,0,0.5391127198314739
meta-llama_Llama-3.1-70B,World-Knowledge Model,male_perc:C(semantic_role),0.1786481404082857,0.0113237658586369,0.3313743746653407,500,0,0.5391127198314739
meta-llama_Llama-3.1-70B,World-Knowledge Model,male_perc,0.1783289959295579,0.0113237658586369,0.3307823936806822,500,0,0.5391127198314739
meta-llama_Llama-3.1-70B,World-Knowledge Model,"C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom'))",0.0008069391610463,1.3071964209288647e-05,0.0014967911743923,500,0,0.5391127198314739
meta-llama_Llama-3.1-70B,World-Knowledge Model,"C(semantic_role):C(dominance, Treatment(reference='-dom'))",0.0003305513472638,1.3949115607483311e-05,0.0006131395812125,500,0,0.5391127198314739
meta-llama_Llama-3.1-70B,World-Knowledge Model,"C(dominance, Treatment(reference='-dom'))",0.0002372504604929,1.3682175715280365e-05,0.0004400757981877,500,0,0.5391127198314739
meta-llama_Llama-3.1-70B,World-Knowledge Model,"C(semantic_role):C(valence, Treatment(reference='-val'))",0.0001142846639088,2.004715496573905e-06,0.0002119865840758,500,0,0.5391127198314739
meta-llama_Llama-3.1-70B,World-Knowledge Model,"C(valence, Treatment(reference='-val'))",1.579651175554897e-05,9.89649858241409e-07,2.9300944263542775e-05,500,0,0.5391127198314739
meta-llama_Llama-3.1-70B,Human-Perception Model,male_perc,0.1933687907669905,0.0115418345681148,0.3429218928726952,500,0,0.5638858141926093
meta-llama_Llama-3.1-70B,Human-Perception Model,male_perc:C(tense),0.1925004148739007,0.0114689671362437,0.3413819075224109,500,0,0.5638858141926093
meta-llama_Llama-3.1-70B,Human-Perception Model,male_perc:C(syntactic_role),0.1571128007937914,0.0109109302907657,0.2786252053862196,500,0,0.5638858141926093
meta-llama_Llama-3.1-70B,Human-Perception Model,"C(tense):C(dominance, Treatment(reference='-dom'))",0.0076834211261017,0.0003973324718538,0.0136258457523056,500,0,0.5638858141926093
meta-llama_Llama-3.1-70B,Human-Perception Model,C(tense):C(syntactic_role),0.0067163656814698,0.0003933954136927,0.011910861228326,500,0,0.5638858141926093
meta-llama_Llama-3.1-70B,Human-Perception Model,C(tense),0.0060354951405656,0.0003884935206853,0.0107033994980127,500,0,0.5638858141926093
meta-llama_Llama-3.1-70B,Human-Perception Model,C(syntactic_role),0.0004685258097893,1.95932092650341e-05,0.0008308877400298,500,0,0.5638858141926093
meta-llama_Llama-3.1-8B,World-Knowledge Model,male_perc,0.1944275558430426,0.01160503034705,0.3592305751740087,500,0,0.5412333172054281
meta-llama_Llama-3.1-8B,World-Knowledge Model,male_perc:C(semantic_role),0.1892275554281655,0.0115317639392545,0.3496228879722554,500,0,0.5412333172054281
meta-llama_Llama-3.1-8B,World-Knowledge Model,"male_perc:C(valence, Treatment(reference='-val'))",0.1569444713688638,0.0109706716373051,0.2899756285869864,500,0,0.5412333172054281
meta-llama_Llama-3.1-8B,World-Knowledge Model,"C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom'))",0.0005398088455524,3.3975230781361383e-06,0.0009973681005811,500,0,0.5412333172054281
meta-llama_Llama-3.1-8B,World-Knowledge Model,"C(dominance, Treatment(reference='-dom'))",5.423360407609645e-05,2.5371111659907863e-06,0.0001002037427335,500,0,0.5412333172054281
meta-llama_Llama-3.1-8B,World-Knowledge Model,"C(valence, Treatment(reference='-val'))",3.7067714009666464e-05,1.5009645770383452e-06,6.848749482212161e-05,500,0,0.5412333172054281
meta-llama_Llama-3.1-8B,World-Knowledge Model,C(semantic_role),2.624401719035108e-06,1.2700806860453357e-17,4.848928614716084e-06,500,0,0.5412333172054281
meta-llama_Llama-3.1-8B,Human-Perception Model,male_perc:C(tense),0.1821109842731565,0.0113857676313789,0.3230187317790345,500,0,0.563778401550199
meta-llama_Llama-3.1-8B,Human-Perception Model,male_perc:C(syntactic_role),0.181861781333922,0.0114198058766198,0.322576708922981,500,0,0.563778401550199
meta-llama_Llama-3.1-8B,Human-Perception Model,male_perc,0.179305412610806,0.0113857676313788,0.3180423586958583,500,0,0.563778401550199
meta-llama_Llama-3.1-8B,Human-Perception Model,C(tense):C(syntactic_role),0.0083534686673943,0.0003430563662822,0.0148169363076433,500,0,0.563778401550199
meta-llama_Llama-3.1-8B,Human-Perception Model,C(syntactic_role),0.0051264380648874,0.0002126646432764,0.0090930018794467,500,0,0.563778401550199
meta-llama_Llama-3.1-8B,Human-Perception Model,"C(tense):C(dominance, Treatment(reference='-dom'))",0.0037539167671499,0.0002065000237321,0.0066584969499149,500,0,0.563778401550199
meta-llama_Llama-3.1-8B,Human-Perception Model,C(tense),0.0026940616502316,0.0001914937474135,0.0047785825828444,500,0,0.563778401550199
meta-llama_Llama-3.1-8B,Human-Perception Model,"C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom'))",0.0005723381826516,2.537924486045107e-06,0.0010151828822777,500,0,0.563778401550199
mistralai_Mistral-7B-v0.3,World-Knowledge Model,male_perc,0.1884945785377837,0.0112509016260602,0.3586170930210383,500,0,0.525615153895427
mistralai_Mistral-7B-v0.3,World-Knowledge Model,male_perc:C(semantic_role),0.1835687649344478,0.0111798709504005,0.349245571734352,500,0,0.525615153895427
mistralai_Mistral-7B-v0.3,World-Knowledge Model,"male_perc:C(valence, Treatment(reference='-val'))",0.1525264837629182,0.0106359004390285,0.2901866177801713,500,0,0.525615153895427
mistralai_Mistral-7B-v0.3,World-Knowledge Model,"C(semantic_role):C(dominance, Treatment(reference='-dom'))",0.0004381971813873,1.7864866921683112e-05,0.0008336844517129,500,0,0.525615153895427
mistralai_Mistral-7B-v0.3,World-Knowledge Model,"C(dominance, Treatment(reference='-dom'))",0.0004303071053028,1.742421240596155e-05,0.0008186733242254,500,0,0.525615153895427
mistralai_Mistral-7B-v0.3,World-Knowledge Model,"C(semantic_role):C(valence, Treatment(reference='-val'))",0.0001057573591413,2.766189977848493e-06,0.0002012068304301,500,0,0.525615153895427
mistralai_Mistral-7B-v0.3,World-Knowledge Model,"C(valence, Treatment(reference='-val'))",5.106501444455813e-05,2.1787681558701222e-06,9.71528580675543e-05,500,0,0.525615153895427
mistralai_Mistral-7B-v0.3,Human-Perception Model,male_perc:C(tense),0.1360344688026988,0.0102555249524869,0.2529132972670635,500,0,0.5378699747014623
mistralai_Mistral-7B-v0.3,Human-Perception Model,male_perc,0.135087781285412,0.0102555249524869,0.2511532296637134,500,0,0.5378699747014623
mistralai_Mistral-7B-v0.3,Human-Perception Model,male_perc:C(syntactic_role),0.1290882368217461,0.0100948371314218,0.2399989642355383,500,0,0.5378699747014623
mistralai_Mistral-7B-v0.3,Human-Perception Model,"male_perc:C(valence, Treatment(reference='-val'))",0.1252994890852383,0.0099818733263032,0.232954979788162,500,0,0.5378699747014623
mistralai_Mistral-7B-v0.3,Human-Perception Model,"C(tense):C(dominance, Treatment(reference='-dom'))",0.0041949428818325,0.0002233260902608,0.0077991765280464,500,0,0.5378699747014623
mistralai_Mistral-7B-v0.3,Human-Perception Model,C(tense):C(syntactic_role),0.0038718836938995,0.0002159367676517,0.0071985496049459,500,0,0.5378699747014623
mistralai_Mistral-7B-v0.3,Human-Perception Model,C(tense),0.0034799944363229,0.0002160867663876,0.0064699548218033,500,0,0.5378699747014623
mistralai_Mistral-7B-v0.3,Human-Perception Model,"C(dominance, Treatment(reference='-dom'))",0.000391188277548,1.7511992369098936e-05,0.0007272915313131,500,0,0.5378699747014623
mistralai_Mistral-7B-v0.3,Human-Perception Model,C(syntactic_role),0.0003245370991214,1.3408991423995064e-05,0.0006033746339931,500,0,0.5378699747014623
mistralai_Mistral-7B-v0.3,Human-Perception Model,"C(valence, Treatment(reference='-val'))",9.745231764235408e-05,4.6249801805904035e-18,0.0001811819254206,500,0,0.5378699747014623
tiiuae_Falcon3-10B-Base,World-Knowledge Model,male_perc:C(semantic_role),0.1226613704729532,0.0093027451173425,0.2560494302855661,500,0,0.4790534793854131
tiiuae_Falcon3-10B-Base,World-Knowledge Model,male_perc,0.122537578874571,0.0093027451173425,0.2557910215614691,500,0,0.4790534793854131
tiiuae_Falcon3-10B-Base,World-Knowledge Model,"male_perc:C(valence, Treatment(reference='-val'))",0.1170785214120586,0.0091569858461443,0.2443955141757051,500,0,0.4790534793854131
tiiuae_Falcon3-10B-Base,World-Knowledge Model,"male_perc:C(dominance, Treatment(reference='-dom'))",0.1131196425859806,0.009054516836379,0.2361315541035294,500,0,0.4790534793854131
tiiuae_Falcon3-10B-Base,World-Knowledge Model,"C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom'))",0.0012223637094409,6.99370217073973e-05,0.0025516226518365,500,0,0.4790534793854131
tiiuae_Falcon3-10B-Base,World-Knowledge Model,"C(semantic_role):C(valence, Treatment(reference='-val'))",0.0011579888641541,6.937455822703325e-05,0.0024172434059758,500,0,0.4790534793854131
tiiuae_Falcon3-10B-Base,World-Knowledge Model,"C(valence, Treatment(reference='-val'))",0.0011461340599385,7.02294588245587e-05,0.0023924970995073,500,0,0.4790534793854131
tiiuae_Falcon3-10B-Base,World-Knowledge Model,"C(semantic_role):C(dominance, Treatment(reference='-dom'))",8.843208236057643e-05,2.207907560405262e-06,0.0001845975160727,500,0,0.4790534793854131
tiiuae_Falcon3-10B-Base,World-Knowledge Model,C(semantic_role),2.304885742773433e-05,1.4311956991965812e-06,4.811332851042883e-05,500,0,0.4790534793854131
tiiuae_Falcon3-10B-Base,World-Knowledge Model,"C(dominance, Treatment(reference='-dom'))",1.839846652777344e-05,1.2403674937811214e-06,3.8405871827456896e-05,500,0,0.4790534793854131
tiiuae_Falcon3-10B-Base,Human-Perception Model,male_perc,0.2431753503247305,0.0106278204309993,0.4870811046067408,500,0,0.4992502234736968
tiiuae_Falcon3-10B-Base,Human-Perception Model,male_perc:C(syntactic_role),0.2318240445495219,0.0106278204309993,0.4643443981587635,500,0,0.4992502234736968
tiiuae_Falcon3-10B-Base,Human-Perception Model,C(tense):C(syntactic_role),0.0060805118373212,0.0003299514866796,0.0121792871618847,500,0,0.4992502234736968
tiiuae_Falcon3-10B-Base,Human-Perception Model,"C(tense):C(valence, Treatment(reference='-val'))",0.0051927074919425,0.0002667001068656,0.0104010118529594,500,0,0.4992502234736968
tiiuae_Falcon3-10B-Base,Human-Perception Model,C(tense),0.0037958860302537,0.0002357017382821,0.0076031734224225,500,0,0.4992502234736968
tiiuae_Falcon3-10B-Base,Human-Perception Model,"C(syntactic_role):C(valence, Treatment(reference='-val'))",0.0030253939691931,0.0001992160273592,0.0060598750425047,500,0,0.4992502234736968
tiiuae_Falcon3-10B-Base,Human-Perception Model,"C(syntactic_role):C(dominance, Treatment(reference='-dom'))",0.0021979307761348,0.0001617037375471,0.0044024632795194,500,0,0.4992502234736968
tiiuae_Falcon3-10B-Base,Human-Perception Model,C(syntactic_role),0.0021286832523617,0.0001616042842869,0.0042637602394061,500,0,0.4992502234736968
tiiuae_Falcon3-10B-Base,Human-Perception Model,"C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom'))",0.0010524519142339,6.658922553632084e-05,0.0021080649837493,500,0,0.4992502234736968
tiiuae_Falcon3-10B-Base,Human-Perception Model,"C(valence, Treatment(reference='-val'))",0.0007772633280042,6.26049369885384e-05,0.0015568612520515,500,0,0.4992502234736968
tiiuae_Falcon3-3B-Base,World-Knowledge Model,male_perc,0.1953987494045919,0.0119730744468202,0.3469420340158997,500,0,0.5632028703551013
tiiuae_Falcon3-3B-Base,World-Knowledge Model,"male_perc:C(valence, Treatment(reference='-val'))",0.1845360931805517,0.0118008644375793,0.3276547455523462,500,0,0.5632028703551013
tiiuae_Falcon3-3B-Base,World-Knowledge Model,"male_perc:C(dominance, Treatment(reference='-dom'))",0.1820807259795433,0.0117635422361704,0.3232950958945589,500,0,0.5632028703551013
tiiuae_Falcon3-3B-Base,World-Knowledge Model,"C(dominance, Treatment(reference='-dom'))",0.0006083302529062,6.1516177253413096e-18,0.0010801263362218,500,0,0.5632028703551013
tiiuae_Falcon3-3B-Base,World-Knowledge Model,"C(semantic_role):C(valence, Treatment(reference='-val'))",0.0003900391659903,8.028832579191677e-06,0.0006925376032697,500,0,0.5632028703551013
tiiuae_Falcon3-3B-Base,World-Knowledge Model,"C(valence, Treatment(reference='-val'))",0.0001889323715179,8.028832579191567e-06,0.000335460597704,500,0,0.5632028703551013
tiiuae_Falcon3-3B-Base,Human-Perception Model,male_perc:C(syntactic_role),0.2819082308662768,0.0125677864609574,0.4870779838725449,500,0,0.5787743240311279
tiiuae_Falcon3-3B-Base,Human-Perception Model,male_perc,0.2796223482858821,0.0125677864609573,0.4831284607415366,500,0,0.5787743240311279
tiiuae_Falcon3-3B-Base,Human-Perception Model,C(tense):C(syntactic_role),0.0067777107540527,0.0002751702390806,0.0117104551336112,500,0,0.5787743240311279
tiiuae_Falcon3-3B-Base,Human-Perception Model,C(tense),0.0038468410167584,0.0001756875608075,0.0066465301880799,500,0,0.5787743240311279
tiiuae_Falcon3-3B-Base,Human-Perception Model,"C(syntactic_role):C(valence, Treatment(reference='-val'))",0.0030945681801931,0.0001594499609882,0.0053467613397907,500,0,0.5787743240311279
tiiuae_Falcon3-3B-Base,Human-Perception Model,C(syntactic_role),0.0029162946750615,0.0001667574243019,0.0050387423110786,500,0,0.5787743240311279
tiiuae_Falcon3-3B-Base,Human-Perception Model,"C(dominance, Treatment(reference='-dom'))",0.0006083302529063,6.118570590019365e-18,0.0010510664133635,500,0,0.5787743240311279
tiiuae_Falcon3-7B-Base,World-Knowledge Model,male_perc,0.1321169250349329,0.0097249579531957,0.2670211361654402,500,0,0.4947807762793591
tiiuae_Falcon3-7B-Base,World-Knowledge Model,"male_perc:C(valence, Treatment(reference='-val'))",0.1236462895317489,0.0095103278679569,0.2499011591791044,500,0,0.4947807762793591
tiiuae_Falcon3-7B-Base,World-Knowledge Model,male_perc:C(semantic_role),0.1189015272700596,0.0093818115676045,0.2403115338558068,500,0,0.4947807762793591
tiiuae_Falcon3-7B-Base,World-Knowledge Model,"male_perc:C(dominance, Treatment(reference='-dom'))",0.1158481371976066,0.0093013738628982,0.2341403359862902,500,0,0.4947807762793591
tiiuae_Falcon3-7B-Base,World-Knowledge Model,"C(valence, Treatment(reference='-val')):C(dominance, Treatment(reference='-dom'))",0.0013225552557149,7.356725238180643e-05,0.0026730126131015,500,0,0.4947807762793591
tiiuae_Falcon3-7B-Base,World-Knowledge Model,"C(semantic_role):C(valence, Treatment(reference='-val'))",0.0012288115372871,7.431389017363032e-05,0.0024835474541422,500,0,0.4947807762793591
tiiuae_Falcon3-7B-Base,World-Knowledge Model,"C(valence, Treatment(reference='-val'))",0.0011875602817535,7.308970618127348e-05,0.0024001746605511,500,0,0.4947807762793591
tiiuae_Falcon3-7B-Base,World-Knowledge Model,"C(semantic_role):C(dominance, Treatment(reference='-dom'))",0.0004862136167773,7.739893572481837e-06,0.000982684938638,500,0,0.4947807762793591
tiiuae_Falcon3-7B-Base,World-Knowledge Model,"C(dominance, Treatment(reference='-dom'))",4.275655347833252e-05,2.563175942558408e-06,8.641514692598255e-05,500,0,0.4947807762793591
tiiuae_Falcon3-7B-Base,Human-Perception Model,male_perc,0.1673481050442488,0.0103913128431107,0.3108082696073676,500,0,0.5384287401865251
tiiuae_Falcon3-7B-Base,Human-Perception Model,male_perc:C(tense),0.1641993616929415,0.0103157710136822,0.3049602471741364,500,0,0.5384287401865251
tiiuae_Falcon3-7B-Base,Human-Perception Model,male_perc:C(syntactic_role),0.1609401382087652,0.0102679363640262,0.298907034852953,500,0,0.5384287401865251
tiiuae_Falcon3-7B-Base,Human-Perception Model,C(tense):C(syntactic_role),0.0148146925114865,0.0007169446900224,0.0275146763271855,500,0,0.5384287401865251
tiiuae_Falcon3-7B-Base,Human-Perception Model,"C(syntactic_role):C(valence, Treatment(reference='-val'))",0.0097564498626572,0.0005227373423658,0.0181202248960138,500,0,0.5384287401865251
tiiuae_Falcon3-7B-Base,Human-Perception Model,C(syntactic_role),0.0080427065822625,0.0004949972393247,0.0149373649324075,500,0,0.5384287401865251
tiiuae_Falcon3-7B-Base,Human-Perception Model,C(tense),0.0058626687391259,0.0003608244079602,0.0108884766015553,500,0,0.5384287401865251
tiiuae_Falcon3-7B-Base,Human-Perception Model,"C(tense):C(dominance, Treatment(reference='-dom'))",0.0058377286041384,0.0003561152258688,0.0108421563865928,500,0,0.5384287401865251
tiiuae_Falcon3-7B-Base,Human-Perception Model,"C(valence, Treatment(reference='-val'))",0.0016268889408993,7.672048425126616e-05,0.0030215492217888,500,0,0.5384287401865251
