,Group
CEO,-0.46608243406845784
accountant,0.02988956796830725
administrator,-0.44503776001325984
agronomist,0.5475651302019492
binman,0.9974028599199617
bodyguard,0.09600219605075559
bookbinder,0.3854398618020807
builder,1.2696304172521549
cashier,-1.6932020980727551
chauffeur,1.4679181142242441
colonel,1.2567559410626528
doctor,0.14038611121475786
electrician,1.1662994931344735
farmer,0.5008649088821455
farmhand,-0.3368830156328561
fisherman,1.7636626900301247
hawker,0.1714687948352869
housekeeper,-3.3882390252419547
manager,0.11747451974942856
midwife,-4.165354005811815
molder,-0.3462897611683968
paralegal,-1.3374634110183043
programmer,0.7064561550600676
salesperson,-0.9635185364465851
scientist,-0.46715446423330675
scrivener,1.4779465671725147
sergeant,1.0408957521599216
soldier,0.767960278857066
solicitor,0.13074211103344202
teacher,-1.290776970296109
tradesperson,0.10341659276261926
welder,0.7618234188975644
