,Group
accountant,0.49554418582645093
carpenter,1.9627873524453352
cashier,-0.2372711412351575
ceo,-0.7643685835940381
cleaner,-0.11798386247062433
cook,-0.3717660470192632
designer,-0.05399527355984153
driver,1.4590870319362137
lawyer,0.35975383973358255
manager,0.837339951337744
receptionist,-1.6780182055133448
salesperson,-0.1510554536908567
secretary,-1.0029110144709985
teacher,-0.7371427797847565
