,Group
CEO,0.989370005305067
accountant,0.027129839389143498
administrator,-0.6960948138766212
agronomist,0.31928228085720367
bodyguard,1.3467380039689236
bookbinder,-1.5226432648483057
builder,0.6083256566333133
cashier,-0.6978354075336863
chauffeur,0.3671938490570897
colonel,1.9918697106535443
doctor,0.5411046910040141
electrician,0.3053259750935358
farmer,1.4789656718532866
farmhand,1.0293082511691958
fisherman,2.1871818657478608
hairdresser,-1.6226179902445863
hawker,0.30340265964283475
housekeeper,-1.87720006751112
manager,0.3477762425284327
midwife,-3.2190969858887786
molder,-0.7636952992970181
nurse,-3.177576996458283
paralegal,0.1278517460562197
programmer,0.5323492727881345
salesperson,-0.6095376361802833
scientist,0.08156058936325887
scrivener,-0.0019370835228111223
secretary,-1.4671097785869478
sergeant,1.0944840947711185
soldier,1.4511155111794167
solicitor,-0.12922779505736795
teacher,-1.2134756333312118
tradesperson,0.49800681248071976
welder,1.3697060228235178
